Report_Jahr,Semester,Kategorie,Total,Frauen_%,Auslaendische_%
2019,HS 2018,Titularprofessuren,20.0,30.0,35.0
2019,HS 2018,Privatdozierende,27.0,48.1,66.7
2019,HS 2018,Externe Lehrpersonen,64.0,60.9,45.3
2019,HS 2018,Philosophische Fakultät,51.3,42.8,
2019,HS 2018,Professuren,181.0,40.9,58.0
2019,HS 2018,Titularprofessuren,102.0,33.3,15.7
2019,HS 2018,Privatdozierende,110.0,41.8,40.9
2019,HS 2018,Externe Lehrpersonen,766.0,57.6,43.1
2019,HS 2018,Mathematisch naturwissenschaftliche Fakultät,587.0,27.8,52.1
2019,HS 2018,Professuren 1 2 7,112.0,17.9,60.7
2019,HS 2018,Titularprofessuren,59.0,11.9,20.3
2019,HS 2018,Privatdozierende,84.0,22.6,53.6
2019,HS 2018,Externe Lehrpersonen,332.0,35.2,54.5
2019,HS 2018,Zentrale Dienste der Universität,44.0,75.0,29.5
2019,HS 2018,Professuren,,,
2019,HS 2018,Titularprofessuren,,,
2019,HS 2018,Privatdozierende,,,
2019,HS 2018,Externe Lehrpersonen,44.0,75.0,29.5
2019,HS 2018,Schwerpunkt Forschung und Lehre,14.0,64.3,78.6
2019,HS 2018,Professuren,13.0,61.5,76.9
2019,HS 2018,Titularprofessuren,,,
2019,HS 2018,Privatdozierende,,,
2019,HS 2018,Externe Lehrpersonen,1.0,100.0,100.0
2019,HS 2018,Total,35.1,39.8,
2019,HS 2018,Professuren 1 2 3 4 5 7,690.0,24.3,56.1
2019,HS 2018,Titularprofessuren,602.0,18.4,18.4
2019,HS 2018,Privatdozierende,802.0,27.3,41.6
2019,HS 2018,Externe Lehrpersonen,43.4,39.9,
2018,HS 2018,Theologische Fakultät,75.0,32.0,44.0
2018,HS 2018,Professuren,15.0,20.0,40.0
2018,HS 2018,Titularprofessuren,9.0,22.2,22.2
2018,HS 2018,Privatdozierende,15.0,20.0,46.7
2018,HS 2018,Externe Lehrpersonen,36.0,44.4,50.0
2018,HS 2018,Rechtswissenschaftliche Fakultät,202.0,27.2,21.3
2018,HS 2018,Professuren 1 7,57.0,28.1,33.3
2018,HS 2018,Titularprofessuren,38.0,15.8,5.3
2018,HS 2018,Privatdozierende,29.0,27.6,24.1
2018,HS 2018,Externe Lehrpersonen,78.0,32.1,19.2
2018,HS 2018,Wirtschaftswissenschaftliche Fakultät,311.0,19.9,57.2
2018,HS 2018,Professuren 1 3 7,89.0,14.6,76.4
2018,HS 2018,Titularprofessuren,19.0,10.5,15.8
2018,HS 2018,Privatdozierende,28.0,32.1,46.4
2018,HS 2018,Externe Lehrpersonen,175.0,21.7,53.7
2018,HS 2018,Medizinische Fakultät,30.3,34.3,
2018,HS 2018,Professuren 1 2,193.0,14.0,52.3
2018,HS 2018,Titularprofessuren,355.0,15.2,19.4
2018,HS 2018,Privatdozierende,509.0,23.8,39.1
2018,HS 2018,Externe Lehrpersonen,38.9,33.9,
2018,HS 2018,Vetsuisse-Fakultät,149.0,46.3,46.3
2018,HS 2018,Professuren,38.0,28.9,39.5
2018,HS 2018,Titularprofessuren,20.0,30.0,35.0
2018,HS 2018,Privatdozierende,27.0,48.1,66.7
2018,HS 2018,Externe Lehrpersonen,64.0,60.9,45.3
2018,HS 2018,Philosophische Fakultät,51.3,42.8,
2018,HS 2018,Professuren,181.0,40.9,58.0
2018,HS 2018,Titularprofessuren,102.0,33.3,15.7
2018,HS 2018,Privatdozierende,110.0,41.8,40.9
2018,HS 2018,Externe Lehrpersonen,766.0,57.6,43.1
2018,HS 2018,Mathematisch-naturwissenschaftliche Fakultät,592.0,28.0,52.5
2018,HS 2018,Professuren 1 2 7,117.0,19.7,62.4
2018,HS 2018,Titularprofessuren,59.0,11.9,20.3
2018,HS 2018,Privatdozierende,84.0,22.6,53.6
2018,HS 2018,Externe Lehrpersonen,332.0,35.2,54.5
2018,HS 2018,Zentrale Dienste der Universität,44.0,75.0,29.5
2018,HS 2018,Professuren,,,
2018,HS 2018,Titularprofessuren,,,
2018,HS 2018,Privatdozierende,,,
2018,HS 2018,Externe Lehrpersonen 34,44.0,75.0,29.5
2018,HS 2018,Total,35.1,39.8,
2018,HS 2018,Professuren,690.0,24.3,56.1
2018,HS 2018,Titularprofessuren,602.0,18.4,18.4
2018,HS 2018,Privatdozierende,802.0,27.3,41.6
2018,HS 2018,Externe Lehrpersonen 34,43.4,39.9,
2018,HS 2017,Theologische Fakultät,79.0,36.7,41.8
2018,HS 2017,Professuren,16.0,25.0,43.8
2018,HS 2017,Titularprofessuren,7.0,14.3,14.3
2018,HS 2017,Privatdozierende,16.0,18.8,43.8
2018,HS 2017,Externe Lehrpersonen,40.0,52.5,45.0
2018,HS 2017,Rechtswissenschaftliche Fakultät,219.0,26.9,24.2
2018,HS 2017,Professuren 1 7,55.0,29.1,34.5
2018,HS 2017,Titularprofessuren,37.0,13.5,5.4
2018,HS 2017,Privatdozierende,32.0,34.4,25.0
2018,HS 2017,Externe Lehrpersonen,95.0,28.4,25.3
2018,HS 2017,Wirtschaftswissenschaftliche Fakultät,290.0,18.3,55.9
2018,HS 2017,Professuren 1 3 7,86.0,14.0,76.7
2018,HS 2017,Titularprofessuren,18.0,11.1,22.2
2018,HS 2017,Privatdozierende,28.0,28.6,46.4
2018,HS 2017,Externe Lehrpersonen,158.0,19.6,50.0
2018,HS 2017,Medizinische Fakultät,29.9,33.0,
2018,HS 2017,Professuren 1 2,196.0,14.8,51.5
2018,HS 2017,Titularprofessuren,364.0,15.9,19.2
2018,HS 2017,Privatdozierende,491.0,23.2,37.1
2018,HS 2017,Externe Lehrpersonen,38.2,32.5,
2018,HS 2017,Vetsuisse-Fakultät,149.0,45.0,47.0
2018,HS 2017,Professuren,38.0,28.9,44.7
2018,HS 2017,Titularprofessuren,21.0,23.8,38.1
2018,HS 2017,Privatdozierende,27.0,50.0,65.4
2018,HS 2017,Externe Lehrpersonen,63.0,58.7,42.9
2018,HS 2017,Philosophische Fakultät,50.2,43.1,
2018,HS 2017,Professuren,179.0,40.2,58.7
2018,HS 2017,Titularprofessuren,95.0,33.7,10.5
2018,HS 2017,Privatdozierende,100.0,40.0,41.0
2018,HS 2017,Externe Lehrpersonen,762.0,55.9,43.8
2018,HS 2017,Mathematisch-naturwissenschaftliche Fakultät,569.0,26.9,51.8
2018,HS 2017,Professuren 1 2 7,110.0,15.5,62.7
2018,HS 2017,Titularprofessuren,53.0,9.4,18.9
2018,HS 2017,Privatdozierende,82.0,20.7,52.4
2018,HS 2017,Externe Lehrpersonen,324.0,35.2,53.4
2018,HS 2017,Zentrale Dienste der Universität,43.0,74.4,30.2
2018,HS 2017,Professuren,,,
2018,HS 2017,Titularprofessuren,,,
2018,HS 2017,Privatdozierende,,,
2018,HS 2017,Externe Lehrpersonen 34,43.0,74.4,30.2
2018,HS 2017,Total,34.4,39.0,
2018,HS 2017,Professuren,680.0,23.7,56.5
2018,HS 2017,Titularprofessuren,595.0,18.2,17.6
2018,HS 2017,Privatdozierende,776.0,26.5,40.1
2018,HS 2017,Externe Lehrpersonen 34,42.5,39.1,
2017,HS 2017,Theologische Fakultät,78.0,35.9,41.0
2017,HS 2017,Professuren,15.0,20.0,40.0
2017,HS 2017,Titularprofessuren,7.0,14.3,14.3
2017,HS 2017,Privatdozierende,16.0,18.8,43.8
2017,HS 2017,Lehrbeauftragte,40.0,52.5,45.0
2017,HS 2017,Rechtswissenschaftliche Fakultät,219.0,27.4,23.7
2017,HS 2017,Professuren,55.0,30.9,32.7
2017,HS 2017,Titularprofessuren,37.0,13.5,5.4
2017,HS 2017,Privatdozierende,32.0,34.4,25.0
2017,HS 2017,Lehrbeauftragte,95.0,28.4,25.3
2017,HS 2017,Wirtschaftswissenschaftliche Fakultät,289.0,18.3,55.7
2017,HS 2017,Professuren,85.0,14.1,76.5
2017,HS 2017,Titularprofessuren,18.0,11.1,22.2
2017,HS 2017,Privatdozierende,28.0,28.6,46.4
2017,HS 2017,Lehrbeauftragte,158.0,19.6,50.0
2017,HS 2017,Medizinische Fakultät,29.9,33.0,
2017,HS 2017,Professuren 1 2,194.0,14.9,51.5
2017,HS 2017,Titularprofessuren,364.0,15.9,19.2
2017,HS 2017,Privatdozierende,491.0,23.2,37.1
2017,HS 2017,Lehrbeauftragte,38.2,32.5,
2017,HS 2017,Vetsuisse-Fakultät,149.0,44.6,46.6
2017,HS 2017,Professuren,38.0,28.9,44.7
2017,HS 2017,Titularprofessuren,21.0,23.8,38.1
2017,HS 2017,Privatdozierende,27.0,50.0,65.4
2017,HS 2017,Lehrbeauftragte,63.0,58.7,42.9
2017,HS 2017,Philosophische Fakultät,50.2,43.0,
2017,HS 2017,Professuren,173.0,39.9,58.4
2017,HS 2017,Titularprofessuren,95.0,33.7,10.5
2017,HS 2017,Privatdozierende,100.0,40.0,41.0
2017,HS 2017,Lehrbeauftragte,762.0,55.9,43.8
2017,HS 2017,Mathematisch-naturwissenschaftliche Fakultät,574.0,26.5,51.7
2017,HS 2017,Professuren 12,115.0,13.9,61.7
2017,HS 2017,Titularprofessuren,53.0,9.4,18.9
2017,HS 2017,Privatdozierende,82.0,20.7,52.4
2017,HS 2017,Lehrbeauftragte,324.0,35.2,53.4
2017,HS 2017,Zentrale Dienste der Universität,43.0,74.4,30.2
2017,HS 2017,Professuren,,,
2017,HS 2017,Titularprofessuren,,,
2017,HS 2017,Privatdozierende,,,
2017,HS 2017,Lehrbeauftragte 34,43.0,74.4,30.2
2017,HS 2017,Total,34.3,39.0,
2017,HS 2017,Professuren,675.0,23.3,56.0
2017,HS 2017,Titularprofessuren,595.0,18.2,17.6
2017,HS 2017,Privatdozierende,776.0,26.5,40.1
2017,HS 2017,Lehrbeauftragte 34,42.5,39.1,
2017,HS 2016,Theologische Fakultät,74.0,29.7,41.9
2017,HS 2016,Professuren,15.0,20.0,46.7
2017,HS 2016,Titularprofessuren,8.0,12.5,25.0
2017,HS 2016,Privatdozierende,14.0,14.3,57.1
2017,HS 2016,Lehrbeauftragte,37.0,43.2,37.8
2017,HS 2016,Rechtswissenschaftliche Fakultät,190.0,26.8,23.2
2017,HS 2016,Professuren,51.0,29.4,31.4
2017,HS 2016,Titularprofessuren,32.0,12.5,3.1
2017,HS 2016,Privatdozierende,27.0,33.3,25.9
2017,HS 2016,Lehrbeauftragte,80.0,28.8,25.0
2017,HS 2016,Wirtschaftswissenschaftliche Fakultät,293.0,19.1,53.6
2017,HS 2016,Professuren,80.0,13.8,77.5
2017,HS 2016,Titularprofessuren,17.0,11.8,23.5
2017,HS 2016,Privatdozierende,29.0,27.6,41.4
2017,HS 2016,Lehrbeauftragte,167.0,21.0,47.3
2017,HS 2016,Medizinische Fakultät,28.2,32.9,
2017,HS 2016,Professuren 1 2,190.0,14.2,50.0
2017,HS 2016,Titularprofessuren,344.0,16.6,18.9
2017,HS 2016,Privatdozierende,476.0,21.2,37.4
2017,HS 2016,Lehrbeauftragte,35.4,32.5,
2017,HS 2016,Vetsuisse-Fakultät,154.0,41.6,53.9
2017,HS 2016,Professuren,39.0,28.2,41.0
2017,HS 2016,Titularprofessuren,20.0,20.0,40.0
2017,HS 2016,Privatdozierende,30.0,36.7,43.3
2017,HS 2016,Lehrbeauftragte,65.0,58.5,46.2
2017,HS 2016,Philosophische Fakultät,48.3,44.3,
2017,HS 2016,Professuren,169.0,38.5,59.8
2017,HS 2016,Titularprofessuren,86.0,32.6,9.3
2017,HS 2016,Privatdozierende,101.0,39.6,36.6
2017,HS 2016,Lehrbeauftragte,786.0,53.3,45.8
2017,HS 2016,Mathematisch-naturwissenschaftliche Fakultät,594.0,27.3,54.2
2017,HS 2016,Professuren 12,117.0,13.7,60.7
2017,HS 2016,Titularprofessuren,45.0,8.9,15.6
2017,HS 2016,Privatdozierende,74.0,18.9,54.1
2017,HS 2016,Lehrbeauftragte,358.0,35.8,57.0
2017,HS 2016,Zentrale Dienste der Universität,39.0,71.8,25.6
2017,HS 2016,Professuren,,,
2017,HS 2016,Titularprofessuren,,,
2017,HS 2016,Privatdozierende,,,
2017,HS 2016,Lehrbeauftragte 34,39.0,71.8,25.6
2017,HS 2016,Total,33.0,39.5,
2017,HS 2016,Professuren,661.0,22.4,55.7
2017,HS 2016,Titularprofessuren,552.0,18.1,17.2
2017,HS 2016,Privatdozierende,751.0,24.6,39.8
2017,HS 2016,Lehrbeauftragte 34,40.4,40.0,
2016,HS 2016,Theologische Fakultät,74.0,29.7,41.9
2016,HS 2016,Professuren,15.0,20.0,46.7
2016,HS 2016,Titularprofessuren,8.0,12.5,25.0
2016,HS 2016,Privatdozierende,14.0,14.3,57.1
2016,HS 2016,Lehrbeauftragte,37.0,43.2,37.8
2016,HS 2016,Rechtswissenschaftliche Fakultät,190.0,26.8,23.2
2016,HS 2016,Professuren,51.0,29.4,31.4
2016,HS 2016,Titularprofessuren,32.0,12.5,3.1
2016,HS 2016,Privatdozierende,27.0,33.3,25.9
2016,HS 2016,Lehrbeauftragte,80.0,28.8,25.0
2016,HS 2016,Wirtschaftswissenschaftliche Fakultät,293.0,19.1,53.6
2016,HS 2016,Professuren,80.0,13.8,77.5
2016,HS 2016,Titularprofessuren,17.0,11.8,23.5
2016,HS 2016,Privatdozierende,29.0,27.6,41.4
2016,HS 2016,Lehrbeauftragte,167.0,21.0,47.3
2016,HS 2016,Medizinische Fakultät,28.2,32.9,
2016,HS 2016,Professuren 1 2,190.0,14.2,50.0
2016,HS 2016,Titularprofessuren,344.0,16.6,18.9
2016,HS 2016,Privatdozierende,476.0,21.2,37.4
2016,HS 2016,Lehrbeauftragte,35.4,32.5,
2016,HS 2016,Vetsuisse-Fakultät,154.0,41.6,53.9
2016,HS 2016,Professuren,39.0,28.2,41.0
2016,HS 2016,Titularprofessuren,20.0,20.0,40.0
2016,HS 2016,Privatdozierende,30.0,36.7,43.3
2016,HS 2016,Lehrbeauftragte,65.0,58.5,46.2
2016,HS 2016,Philosophische Fakultät,48.3,44.3,
2016,HS 2016,Professuren,169.0,38.5,59.8
2016,HS 2016,Titularprofessuren,86.0,32.6,9.3
2016,HS 2016,Privatdozierende,101.0,39.6,36.6
2016,HS 2016,Lehrbeauftragte,786.0,53.3,45.8
2016,HS 2016,Mathematisch-naturwissenschaftliche Fakultät,594.0,27.3,54.2
2016,HS 2016,Professuren 12,117.0,13.7,60.7
2016,HS 2016,Titularprofessuren,45.0,8.9,15.6
2016,HS 2016,Privatdozierende,74.0,18.9,54.1
2016,HS 2016,Lehrbeauftragte,358.0,35.8,57.0
2016,HS 2016,Zentrale Dienste der Universität,39.0,71.8,25.6
2016,HS 2016,Professuren,0.0,0.0,0.0
2016,HS 2016,Titularprofessuren,0.0,0.0,0.0
2016,HS 2016,Privatdozierende,0.0,0.0,0.0
2016,HS 2016,Lehrbeauftragte 34,39.0,71.8,25.6
2016,HS 2016,Total,33.0,39.5,
2016,HS 2016,Professuren,661.0,22.4,55.7
2016,HS 2016,Titularprofessuren,552.0,18.1,17.2
2016,HS 2016,Privatdozierende,751.0,24.6,39.8
2016,HS 2016,Lehrbeauftragte 34,40.4,40.0,
2016,HS 2015,Theologische Fakultät,70.0,24.3,42.9
2016,HS 2015,Professuren,14.0,21.4,50.0
2016,HS 2015,Titularprofessuren,9.0,11.1,22.2
2016,HS 2015,Privatdozierende,12.0,25.0,50.0
2016,HS 2015,Lehrbeauftragte,35.0,28.6,42.9
2016,HS 2015,Rechtswissenschaftliche Fakultät,180.0,25.6,25.0
2016,HS 2015,Professuren,52.0,30.8,32.7
2016,HS 2015,Titularprofessuren,28.0,14.3,3.6
2016,HS 2015,Privatdozierende,27.0,33.3,7.4
2016,HS 2015,Lehrbeauftragte,73.0,23.3,34.2
2016,HS 2015,Wirtschaftswissenschaftliche Fakultät,293.0,19.1,53.2
2016,HS 2015,Professuren,74.0,12.2,75.7
2016,HS 2015,Titularprofessuren,17.0,11.8,23.5
2016,HS 2015,Privatdozierende,30.0,26.7,40.0
2016,HS 2015,Lehrbeauftragte,172.0,21.5,48.8
2016,HS 2015,Medizinische Fakultät,27.3,33.1,
2016,HS 2015,Professuren 1 2,182.0,14.3,50.0
2016,HS 2015,Titularprofessuren,316.0,14.9,17.7
2016,HS 2015,Privatdozierende,462.0,19.7,37.4
2016,HS 2015,Lehrbeauftragte,35.1,33.0,
2016,HS 2015,Vetsuisse-Fakultät,150.0,39.6,43.0
2016,HS 2015,Professuren,39.0,28.2,41.0
2016,HS 2015,Titularprofessuren,19.0,15.8,47.4
2016,HS 2015,Privatdozierende,28.0,33.3,51.9
2016,HS 2015,Lehrbeauftragte,64.0,56.3,39.1
2016,HS 2015,Philosophische Fakultät,48.6,43.7,
2016,HS 2015,Professuren,158.0,36.7,60.1
2016,HS 2015,Titularprofessuren,86.0,33.7,9.3
2016,HS 2015,Privatdozierende,91.0,44.0,33.0
2016,HS 2015,Lehrbeauftragte,790.0,53.2,45.4
2016,HS 2015,Mathematisch-naturwissenschaftliche Fakultät,573.0,25.7,52.0
2016,HS 2015,Professuren 12,115.0,13.0,60.9
2016,HS 2015,Titularprofessuren,41.0,9.8,12.2
2016,HS 2015,Privatdozierende,76.0,17.1,53.9
2016,HS 2015,Lehrbeauftragte,341.0,33.7,53.4
2016,HS 2015,Zentrale Dienste der Universität,39.0,69.2,30.8
2016,HS 2015,Professuren,0.0,0.0,0.0
2016,HS 2015,Titularprofessuren,0.0,0.0,0.0
2016,HS 2015,Privatdozierende,0.0,0.0,0.0
2016,HS 2015,Lehrbeauftragte 34,39.0,69.2,30.8
2016,HS 2015,Total,32.4,39.4,
2016,HS 2015,Professuren,634.0,21.8,55.5
2016,HS 2015,Titularprofessuren,516.0,17.4,16.5
2016,HS 2015,Privatdozierende,727.0,23.8,38.3
2016,HS 2015,Lehrbeauftragte 34,39.8,40.3,
2015,HS 2015,Theologische Fakultät,70.0,24.3,42.9
2015,HS 2015,Professuren,14.0,21.4,50.0
2015,HS 2015,Titularprofessuren,9.0,11.1,22.2
2015,HS 2015,Privatdozierende,12.0,25.0,50.0
2015,HS 2015,Lehrbeauftragte,35.0,28.6,42.9
2015,HS 2015,Rechtswissenschaftliche Fakultät,180.0,25.6,25.0
2015,HS 2015,Professuren,52.0,30.8,32.7
2015,HS 2015,Titularprofessuren,28.0,14.3,3.6
2015,HS 2015,Privatdozierende,27.0,33.3,7.4
2015,HS 2015,Lehrbeauftragte,73.0,23.3,34.2
2015,HS 2015,Wirtschaftswissenschaftliche Fakultät,293.0,19.1,53.2
2015,HS 2015,Professuren,74.0,12.2,75.7
2015,HS 2015,Titularprofessuren,17.0,11.8,23.5
2015,HS 2015,Privatdozierende,30.0,26.7,40.0
2015,HS 2015,Lehrbeauftragte,172.0,21.5,48.8
2015,HS 2015,Medizinische Fakultät,27.3,33.1,
2015,HS 2015,Professuren,182.0,14.3,50.0
2015,HS 2015,Titularprofessuren,316.0,14.9,17.7
2015,HS 2015,Privatdozierende,462.0,19.7,37.4
2015,HS 2015,Lehrbeauftragte,35.1,33.0,
2015,HS 2015,Vetsuisse-Fakultät,150.0,39.6,43.0
2015,HS 2015,Professuren,39.0,28.2,41.0
2015,HS 2015,Titularprofessuren,19.0,15.8,47.4
2015,HS 2015,Privatdozierende,28.0,33.3,51.9
2015,HS 2015,Lehrbeauftragte,64.0,56.3,39.1
2015,HS 2015,Philosophische Fakultät,48.6,43.7,
2015,HS 2015,Professuren,158.0,36.7,60.1
2015,HS 2015,Titularprofessuren,86.0,33.7,9.3
2015,HS 2015,Privatdozierende,91.0,44.0,33.0
2015,HS 2015,Lehrbeauftragte,790.0,53.2,45.4
2015,HS 2015,Mathematisch-naturwissenschaftliche Fakultät,573.0,25.7,52.0
2015,HS 2015,Professuren 12,115.0,13.0,60.9
2015,HS 2015,Titularprofessuren,41.0,9.8,12.2
2015,HS 2015,Privatdozierende,76.0,17.1,53.9
2015,HS 2015,Lehrbeauftragte,341.0,33.7,53.4
2015,HS 2015,Zentrale Dienste der Universität,39.0,69.2,30.8
2015,HS 2015,Professuren,0.0,0.0,0.0
2015,HS 2015,Titularprofessuren,0.0,0.0,0.0
2015,HS 2015,Privatdozierende,0.0,0.0,0.0
2015,HS 2015,Lehrbeauftragte 34,39.0,69.2,30.8
2015,HS 2015,Total,32.4,39.4,
2015,HS 2015,Professuren,634.0,21.8,55.5
2015,HS 2015,Titularprofessuren,516.0,17.4,16.5
2015,HS 2015,Privatdozierende,727.0,23.8,38.3
2015,HS 2015,Lehrbeauftragte,39.8,40.3,
2015,HS 2014,Theologische Fakultät,61.0,27.9,45.9
2015,HS 2014,Professuren,14.0,21.4,50.0
2015,HS 2014,Titularprofessuren,7.0,14.3,14.3
2015,HS 2014,Privatdozierende,11.0,27.3,45.5
2015,HS 2014,Lehrbeauftragte,29.0,34.5,51.7
2015,HS 2014,Rechtswissenschaftliche Fakultät,183.0,27.9,21.3
2015,HS 2014,Professuren,52.0,30.8,34.6
2015,HS 2014,Titularprofessuren,27.0,14.8,3.7
2015,HS 2014,Privatdozierende,23.0,34.8,8.7
2015,HS 2014,Lehrbeauftragte,81.0,28.4,22.2
2015,HS 2014,Wirtschaftswissenschaftliche Fakultät,304.0,20.4,54.6
2015,HS 2014,Professuren,75.0,13.3,74.7
2015,HS 2014,Titularprofessuren,17.0,11.8,23.5
2015,HS 2014,Privatdozierende,28.0,25.0,42.9
2015,HS 2014,Lehrbeauftragte,184.0,23.4,51.1
2015,HS 2014,Medizinische Fakultät,27.4,32.6,
2015,HS 2014,Professuren,168.0,13.1,50.0
2015,HS 2014,Titularprofessuren,307.0,14.0,17.3
2015,HS 2014,Privatdozierende,429.0,19.1,37.8
2015,HS 2014,Lehrbeauftragte,1180.0,35.8,32.2
2015,HS 2014,Vetsuisse-Fakultät,143.0,37.1,41.3
2015,HS 2014,Professuren,34.0,23.5,38.2
2015,HS 2014,Titularprofessuren,21.0,14.3,47.6
2015,HS 2014,Privatdozierende,29.0,34.5,41.4
2015,HS 2014,Lehrbeauftragte,59.0,54.2,40.7
2015,HS 2014,Philosophische Fakultät,1151.0,49.2,42.4
2015,HS 2014,Professuren,157.0,35.0,58.6
2015,HS 2014,Titularprofessuren,83.0,34.9,10.8
2015,HS 2014,Privatdozierende,92.0,44.6,27.2
2015,HS 2014,Lehrbeauftragte,819.0,53.8,44.2
2015,HS 2014,Mathematisch-naturwissenschaftliche Fakultät,562.0,25.6,54.8
2015,HS 2014,Professuren 12,112.0,14.3,60.7
2015,HS 2014,Titularprofessuren,39.0,10.3,12.8
2015,HS 2014,Privatdozierende,75.0,16.0,53.3
2015,HS 2014,Lehrbeauftragte,336.0,33.3,58.0
2015,HS 2014,Zentrale Dienste der Universität,36.0,72.2,33.3
2015,HS 2014,Professuren,0.0,0.0,0.0
2015,HS 2014,Titularprofessuren,0.0,0.0,0.0
2015,HS 2014,Privatdozierende,0.0,0.0,0.0
2015,HS 2014,Lehrbeauftragte 34,36.0,72.2,33.3
2015,HS 2014,Total,4524.0,32.9,39.3
2015,HS 2014,Professuren,612.0,21.2,55.2
2015,HS 2014,Titularprofessuren,501.0,17.2,16.6
2015,HS 2014,Privatdozierende,687.0,23.7,37.6
2015,HS 2014,Lehrbeauftragte,40.7,40.4,
2014,HS 2014,Theologische Fakultät,61.0,27.9,45.9
2014,HS 2014,Professuren,14.0,21.4,50.0
2014,HS 2014,Titularprofessuren,7.0,14.3,14.3
2014,HS 2014,Privatdozierende,11.0,27.3,45.5
2014,HS 2014,Lehrbeauftragte,29.0,34.5,51.7
2014,HS 2014,Rechtswissenschaftliche Fakultät,183.0,27.9,21.3
2014,HS 2014,Professuren,52.0,30.8,34.6
2014,HS 2014,Titularprofessuren,27.0,14.8,3.7
2014,HS 2014,Privatdozierende,23.0,34.8,8.7
2014,HS 2014,Lehrbeauftragte,81.0,28.4,22.2
2014,HS 2014,Wirtschaftswissenschaftliche Fakultät,304.0,20.4,54.6
2014,HS 2014,Professuren,75.0,13.3,74.7
2014,HS 2014,Titularprofessuren,17.0,11.8,23.5
2014,HS 2014,Privatdozierende,28.0,25.0,42.9
2014,HS 2014,Lehrbeauftragte,184.0,23.4,51.1
2014,HS 2014,Medizinische Fakultät,27.4,32.6,
2014,HS 2014,Professuren,168.0,13.1,50.0
2014,HS 2014,Titularprofessuren,307.0,14.0,17.3
2014,HS 2014,Privatdozierende,429.0,19.1,37.8
2014,HS 2014,Lehrbeauftragte,1180.0,35.8,32.2
2014,HS 2014,Vetsuisse-Fakultät,143.0,37.1,41.3
2014,HS 2014,Professuren,34.0,23.5,38.2
2014,HS 2014,Titularprofessuren,21.0,14.3,47.6
2014,HS 2014,Privatdozierende,29.0,34.5,41.4
2014,HS 2014,Lehrbeauftragte,59.0,54.2,40.7
2014,HS 2014,Philosophische Fakultät,1151.0,49.2,42.4
2014,HS 2014,Professuren,157.0,35.0,58.6
2014,HS 2014,Titularprofessuren,83.0,34.9,10.8
2014,HS 2014,Privatdozierende,92.0,44.6,27.2
2014,HS 2014,Lehrbeauftragte,819.0,53.8,44.2
2014,HS 2014,Mathematisch-naturwissenschaftliche Fakultät,562.0,25.6,54.8
2014,HS 2014,Professuren 12,112.0,14.3,60.7
2014,HS 2014,Titularprofessuren,39.0,10.3,12.8
2014,HS 2014,Privatdozierende,75.0,16.0,53.3
2014,HS 2014,Lehrbeauftragte,336.0,33.3,58.0
2014,HS 2014,Zentrale Dienste der Universität,36.0,72.2,33.3
2014,HS 2014,Professuren,0.0,0.0,0.0
2014,HS 2014,Titularprofessuren,0.0,0.0,0.0
2014,HS 2014,Privatdozierende,0.0,0.0,0.0
2014,HS 2014,Lehrbeauftragte 34,36.0,72.2,33.3
2014,HS 2014,Total,4524.0,32.9,39.3
2014,HS 2014,Professuren,612.0,21.2,55.2
2014,HS 2014,Titularprofessuren,501.0,17.2,16.6
2014,HS 2014,Privatdozierende,687.0,23.7,37.6
2014,HS 2014,Lehrbeauftragte,40.7,40.4,
2014,HS 2013,Theologische Fakultät,63.0,30.2,39.7
2014,HS 2013,Professuren,14.0,21.4,50.0
2014,HS 2013,Titularprofessuren,7.0,14.3,14.3
2014,HS 2013,Privatdozierende,8.0,25.0,50.0
2014,HS 2013,Lehrbeauftragte,34.0,38.2,38.2
2014,HS 2013,Rechtswissenschaftliche Fakultät,167.0,24.0,22.8
2014,HS 2013,Professuren,48.0,27.1,35.4
2014,HS 2013,Titularprofessuren,26.0,15.4,3.8
2014,HS 2013,Privatdozierende,20.0,25.0,5.0
2014,HS 2013,Lehrbeauftragte,73.0,24.7,26.0
2014,HS 2013,Wirtschaftswissenschaftliche Fakultät,293.0,17.4,52.9
2014,HS 2013,Professuren,71.0,8.5,73.2
2014,HS 2013,Titularprofessuren,17.0,11.8,23.5
2014,HS 2013,Privatdozierende,27.0,25.9,40.7
2014,HS 2013,Lehrbeauftragte,178.0,20.2,49.4
2014,HS 2013,Medizinische Fakultät,26.2,31.8,
2014,HS 2013,Professuren,162.0,12.3,48.8
2014,HS 2013,Titularprofessuren,288.0,12.5,15.6
2014,HS 2013,Privatdozierende,411.0,18.2,37.5
2014,HS 2013,Lehrbeauftragte,34.4,31.4,
2014,HS 2013,Vetsuisse-Fakultät,137.0,38.7,38.7
2014,HS 2013,Professuren,30.0,20.0,33.3
2014,HS 2013,Titularprofessuren,19.0,5.3,42.1
2014,HS 2013,Privatdozierende,33.0,42.4,48.5
2014,HS 2013,Lehrbeauftragte,55.0,58.2,34.5
2014,HS 2013,Philosophische Fakultät,1040.0,48.0,42.2
2014,HS 2013,Professuren,151.0,33.1,60.3
2014,HS 2013,Titularprofessuren,83.0,33.7,12.0
2014,HS 2013,Privatdozierende,92.0,43.5,27.2
2014,HS 2013,Lehrbeauftragte,714.0,53.4,43.8
