Jahr,Fachbereich,Personalkategorie,Hochschule,Anzahl
2002,5.3 Veterinärmedizin,Übrige Dozierende,ETHZ,0
2002,5.3 Veterinärmedizin,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2002,5.4 Pharmazie,Professor/-innen,ETHZ,9
2002,5.4 Pharmazie,Übrige Dozierende,ETHZ,21
2002,5.4 Pharmazie,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,98
2002,5.5 Medizin und Pharmazie übergreifend/übrige,Professor/-innen,ETHZ,0
2002,5.5 Medizin und Pharmazie übergreifend/übrige,Übrige Dozierende,ETHZ,0
2002,5.5 Medizin und Pharmazie übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2002,6.1 Bauwesen und Geodäsie,Professor/-innen,ETHZ,56
2002,6.1 Bauwesen und Geodäsie,Übrige Dozierende,ETHZ,64
2002,6.1 Bauwesen und Geodäsie,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,895
2002,6.2 Maschinen- und Elektroingenieurwissenschaften,Professor/-innen,ETHZ,73
2002,6.2 Maschinen- und Elektroingenieurwissenschaften,Übrige Dozierende,ETHZ,89
2002,6.2 Maschinen- und Elektroingenieurwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,1288
2002,6.3 Agrar- und Forstwissenschaften,Professor/-innen,ETHZ,23
2002,6.3 Agrar- und Forstwissenschaften,Übrige Dozierende,ETHZ,81
2002,6.3 Agrar- und Forstwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,496
2002,6.4 Technische Wissenschaften übergreifend/übrige,Professor/-innen,ETHZ,6
2002,6.4 Technische Wissenschaften übergreifend/übrige,Übrige Dozierende,ETHZ,0
2002,6.4 Technische Wissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,158
2002,7 Interdisziplinäre und Andere,Professor/-innen,ETHZ,1
2002,7 Interdisziplinäre und Andere,Übrige Dozierende,ETHZ,50
2002,7 Interdisziplinäre und Andere,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,14
2002,8.5 Zentrale Verwaltung (bis 2001),Professor/-innen,ETHZ,0
2002,8.5 Zentrale Verwaltung (bis 2001),Übrige Dozierende,ETHZ,0
2002,8.5 Zentrale Verwaltung (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2002,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Professor/-innen,ETHZ,0
2002,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Übrige Dozierende,ETHZ,0
2002,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2002,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Professor/-innen,ETHZ,0
2002,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Übrige Dozierende,ETHZ,0
2002,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2002,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Professor/-innen,ETHZ,0
2002,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Übrige Dozierende,ETHZ,0
2002,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2002,99.99 Fach nicht zuteilbar,Professor/-innen,ETHZ,0
2002,99.99 Fach nicht zuteilbar,Übrige Dozierende,ETHZ,0
2002,99.99 Fach nicht zuteilbar,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,9
2002,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Professor/-innen,ETHZ,0
2002,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Übrige Dozierende,ETHZ,0
2002,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2002,8.1 Zentrale Verwaltung,Professor/-innen,ETHZ,5
2002,8.1 Zentrale Verwaltung,Übrige Dozierende,ETHZ,0
2002,8.1 Zentrale Verwaltung,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,135
2002,8.2 Zentrale Bibliotheken,Professor/-innen,ETHZ,0
2002,8.2 Zentrale Bibliotheken,Übrige Dozierende,ETHZ,0
2002,8.2 Zentrale Bibliotheken,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2002,8.3 Technische Dienste und Logistik,Professor/-innen,ETHZ,0
2002,8.3 Technische Dienste und Logistik,Übrige Dozierende,ETHZ,0
2002,8.3 Technische Dienste und Logistik,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,46
2002,8.4 Dienstleistungen für Mitarbeitende und Studierende,Professor/-innen,ETHZ,0
2002,8.4 Dienstleistungen für Mitarbeitende und Studierende,Übrige Dozierende,ETHZ,0
2002,8.4 Dienstleistungen für Mitarbeitende und Studierende,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,99
2003,1.1 Theologie,Professor/-innen,ETHZ,0
2003,1.1 Theologie,Übrige Dozierende,ETHZ,0
2003,1.1 Theologie,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2003,1.2 Sprach- und Literaturwissenschaften,Professor/-innen,ETHZ,2
2003,1.2 Sprach- und Literaturwissenschaften,Übrige Dozierende,ETHZ,0
2003,1.2 Sprach- und Literaturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,7
2003,1.3 Historische und Kulturwissenschaften,Professor/-innen,ETHZ,3
2003,1.3 Historische und Kulturwissenschaften,Übrige Dozierende,ETHZ,0
2003,1.3 Historische und Kulturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,36
2003,1.4 Sozialwissenschaften,Professor/-innen,ETHZ,6
2003,1.4 Sozialwissenschaften,Übrige Dozierende,ETHZ,0
2003,1.4 Sozialwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,65
2003,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Professor/-innen,ETHZ,4
2003,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Übrige Dozierende,ETHZ,0
2003,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,48
2003,2 Wirtschaftswissenschaften,Professor/-innen,ETHZ,4
2003,2 Wirtschaftswissenschaften,Übrige Dozierende,ETHZ,0
2003,2 Wirtschaftswissenschaften,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,53
2003,3 Recht,Professor/-innen,ETHZ,3
2003,3 Recht,Übrige Dozierende,ETHZ,0
2003,3 Recht,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,11
2003,4.1 Exakte Wissenschaften,Professor/-innen,ETHZ,88
2003,4.1 Exakte Wissenschaften,Übrige Dozierende,ETHZ,51
2003,4.1 Exakte Wissenschaften,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,958
2003,4.2 Naturwissenschaften,Professor/-innen,ETHZ,72
2003,4.2 Naturwissenschaften,Übrige Dozierende,ETHZ,144
2003,4.2 Naturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,1083
2003,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Professor/-innen,ETHZ,19
2003,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Übrige Dozierende,ETHZ,51
2003,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,361
2003,5.1 Humanmedizin,Professor/-innen,ETHZ,0
2003,5.1 Humanmedizin,Übrige Dozierende,ETHZ,0
2003,5.1 Humanmedizin,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2003,5.2 Zahnmedizin,Professor/-innen,ETHZ,0
2003,5.2 Zahnmedizin,Übrige Dozierende,ETHZ,0
2003,5.2 Zahnmedizin,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2003,5.3 Veterinärmedizin,Professor/-innen,ETHZ,0
2003,5.3 Veterinärmedizin,Übrige Dozierende,ETHZ,0
2003,5.3 Veterinärmedizin,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2003,5.4 Pharmazie,Professor/-innen,ETHZ,9
2003,5.4 Pharmazie,Übrige Dozierende,ETHZ,0
2003,5.4 Pharmazie,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,104
2003,5.5 Medizin und Pharmazie übergreifend/übrige,Professor/-innen,ETHZ,0
2003,5.5 Medizin und Pharmazie übergreifend/übrige,Übrige Dozierende,ETHZ,0
2003,5.5 Medizin und Pharmazie übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2003,6.1 Bauwesen und Geodäsie,Professor/-innen,ETHZ,57
2003,6.1 Bauwesen und Geodäsie,Übrige Dozierende,ETHZ,59
2003,6.1 Bauwesen und Geodäsie,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,841
2003,6.2 Maschinen- und Elektroingenieurwissenschaften,Professor/-innen,ETHZ,73
2003,6.2 Maschinen- und Elektroingenieurwissenschaften,Übrige Dozierende,ETHZ,95
2003,6.2 Maschinen- und Elektroingenieurwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,1259
2003,6.3 Agrar- und Forstwissenschaften,Professor/-innen,ETHZ,25
2003,6.3 Agrar- und Forstwissenschaften,Übrige Dozierende,ETHZ,78
2003,6.3 Agrar- und Forstwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,466
2003,6.4 Technische Wissenschaften übergreifend/übrige,Professor/-innen,ETHZ,5
2003,6.4 Technische Wissenschaften übergreifend/übrige,Übrige Dozierende,ETHZ,0
2003,6.4 Technische Wissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,141
2003,7 Interdisziplinäre und Andere,Professor/-innen,ETHZ,1
2003,7 Interdisziplinäre und Andere,Übrige Dozierende,ETHZ,36
2003,7 Interdisziplinäre und Andere,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,16
2003,8.5 Zentrale Verwaltung (bis 2001),Professor/-innen,ETHZ,0
2003,8.5 Zentrale Verwaltung (bis 2001),Übrige Dozierende,ETHZ,0
2003,8.5 Zentrale Verwaltung (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2003,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Professor/-innen,ETHZ,0
2003,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Übrige Dozierende,ETHZ,0
2003,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2003,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Professor/-innen,ETHZ,0
2003,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Übrige Dozierende,ETHZ,0
2003,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2003,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Professor/-innen,ETHZ,0
2003,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Übrige Dozierende,ETHZ,0
2003,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2003,99.99 Fach nicht zuteilbar,Professor/-innen,ETHZ,1
2003,99.99 Fach nicht zuteilbar,Übrige Dozierende,ETHZ,0
2003,99.99 Fach nicht zuteilbar,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,9
2003,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Professor/-innen,ETHZ,0
2003,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Übrige Dozierende,ETHZ,0
2003,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2003,8.1 Zentrale Verwaltung,Professor/-innen,ETHZ,5
2003,8.1 Zentrale Verwaltung,Übrige Dozierende,ETHZ,0
2003,8.1 Zentrale Verwaltung,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,108
2003,8.2 Zentrale Bibliotheken,Professor/-innen,ETHZ,0
2003,8.2 Zentrale Bibliotheken,Übrige Dozierende,ETHZ,0
2003,8.2 Zentrale Bibliotheken,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2003,8.3 Technische Dienste und Logistik,Professor/-innen,ETHZ,0
2003,8.3 Technische Dienste und Logistik,Übrige Dozierende,ETHZ,0
2003,8.3 Technische Dienste und Logistik,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,15
2003,8.4 Dienstleistungen für Mitarbeitende und Studierende,Professor/-innen,ETHZ,0
2003,8.4 Dienstleistungen für Mitarbeitende und Studierende,Übrige Dozierende,ETHZ,0
2003,8.4 Dienstleistungen für Mitarbeitende und Studierende,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,100
2004,1.1 Theologie,Professor/-innen,ETHZ,0
2004,1.1 Theologie,Übrige Dozierende,ETHZ,0
2004,1.1 Theologie,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2004,1.2 Sprach- und Literaturwissenschaften,Professor/-innen,ETHZ,1
2004,1.2 Sprach- und Literaturwissenschaften,Übrige Dozierende,ETHZ,0
2004,1.2 Sprach- und Literaturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,5
2004,1.3 Historische und Kulturwissenschaften,Professor/-innen,ETHZ,3
2004,1.3 Historische und Kulturwissenschaften,Übrige Dozierende,ETHZ,0
2004,1.3 Historische und Kulturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,40
2004,1.4 Sozialwissenschaften,Professor/-innen,ETHZ,6
2004,1.4 Sozialwissenschaften,Übrige Dozierende,ETHZ,0
2004,1.4 Sozialwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,78
2004,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Professor/-innen,ETHZ,5
2004,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Übrige Dozierende,ETHZ,0
2004,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,62
2004,2 Wirtschaftswissenschaften,Professor/-innen,ETHZ,3
2004,2 Wirtschaftswissenschaften,Übrige Dozierende,ETHZ,0
2004,2 Wirtschaftswissenschaften,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,48
2004,3 Recht,Professor/-innen,ETHZ,3
2004,3 Recht,Übrige Dozierende,ETHZ,0
2004,3 Recht,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,7
2004,4.1 Exakte Wissenschaften,Professor/-innen,ETHZ,88
2004,4.1 Exakte Wissenschaften,Übrige Dozierende,ETHZ,54
2004,4.1 Exakte Wissenschaften,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,975
2004,4.2 Naturwissenschaften,Professor/-innen,ETHZ,71
2004,4.2 Naturwissenschaften,Übrige Dozierende,ETHZ,171
2004,4.2 Naturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,1077
2004,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Professor/-innen,ETHZ,19
2004,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Übrige Dozierende,ETHZ,60
2004,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,374
2004,5.1 Humanmedizin,Professor/-innen,ETHZ,0
2004,5.1 Humanmedizin,Übrige Dozierende,ETHZ,0
2004,5.1 Humanmedizin,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2004,5.2 Zahnmedizin,Professor/-innen,ETHZ,0
2004,5.2 Zahnmedizin,Übrige Dozierende,ETHZ,0
2004,5.2 Zahnmedizin,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2004,5.3 Veterinärmedizin,Professor/-innen,ETHZ,0
2004,5.3 Veterinärmedizin,Übrige Dozierende,ETHZ,0
2004,5.3 Veterinärmedizin,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2004,5.4 Pharmazie,Professor/-innen,ETHZ,10
2004,5.4 Pharmazie,Übrige Dozierende,ETHZ,0
2004,5.4 Pharmazie,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,85
2004,5.5 Medizin und Pharmazie übergreifend/übrige,Professor/-innen,ETHZ,0
2004,5.5 Medizin und Pharmazie übergreifend/übrige,Übrige Dozierende,ETHZ,0
2004,5.5 Medizin und Pharmazie übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2004,6.1 Bauwesen und Geodäsie,Professor/-innen,ETHZ,58
2004,6.1 Bauwesen und Geodäsie,Übrige Dozierende,ETHZ,58
2004,6.1 Bauwesen und Geodäsie,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,832
2004,6.2 Maschinen- und Elektroingenieurwissenschaften,Professor/-innen,ETHZ,76
2004,6.2 Maschinen- und Elektroingenieurwissenschaften,Übrige Dozierende,ETHZ,107
2004,6.2 Maschinen- und Elektroingenieurwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,1282
2004,6.3 Agrar- und Forstwissenschaften,Professor/-innen,ETHZ,23
2004,6.3 Agrar- und Forstwissenschaften,Übrige Dozierende,ETHZ,64
2004,6.3 Agrar- und Forstwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,457
2004,6.4 Technische Wissenschaften übergreifend/übrige,Professor/-innen,ETHZ,7
2004,6.4 Technische Wissenschaften übergreifend/übrige,Übrige Dozierende,ETHZ,0
2004,6.4 Technische Wissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,157
2004,7 Interdisziplinäre und Andere,Professor/-innen,ETHZ,1
2004,7 Interdisziplinäre und Andere,Übrige Dozierende,ETHZ,35
2004,7 Interdisziplinäre und Andere,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,26
2004,8.5 Zentrale Verwaltung (bis 2001),Professor/-innen,ETHZ,0
2004,8.5 Zentrale Verwaltung (bis 2001),Übrige Dozierende,ETHZ,0
2004,8.5 Zentrale Verwaltung (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2004,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Professor/-innen,ETHZ,0
2004,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Übrige Dozierende,ETHZ,0
2004,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2004,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Professor/-innen,ETHZ,0
2004,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Übrige Dozierende,ETHZ,0
2004,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2004,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Professor/-innen,ETHZ,0
2004,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Übrige Dozierende,ETHZ,0
2004,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2004,99.99 Fach nicht zuteilbar,Professor/-innen,ETHZ,1
2004,99.99 Fach nicht zuteilbar,Übrige Dozierende,ETHZ,0
2004,99.99 Fach nicht zuteilbar,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,7
2004,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Professor/-innen,ETHZ,0
2004,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Übrige Dozierende,ETHZ,0
2004,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2004,8.1 Zentrale Verwaltung,Professor/-innen,ETHZ,4
2004,8.1 Zentrale Verwaltung,Übrige Dozierende,ETHZ,0
2004,8.1 Zentrale Verwaltung,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,15
2004,8.2 Zentrale Bibliotheken,Professor/-innen,ETHZ,0
2004,8.2 Zentrale Bibliotheken,Übrige Dozierende,ETHZ,0
2004,8.2 Zentrale Bibliotheken,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2004,8.3 Technische Dienste und Logistik,Professor/-innen,ETHZ,0
2004,8.3 Technische Dienste und Logistik,Übrige Dozierende,ETHZ,0
2004,8.3 Technische Dienste und Logistik,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2004,8.4 Dienstleistungen für Mitarbeitende und Studierende,Professor/-innen,ETHZ,1
2004,8.4 Dienstleistungen für Mitarbeitende und Studierende,Übrige Dozierende,ETHZ,0
2004,8.4 Dienstleistungen für Mitarbeitende und Studierende,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,102
2005,1.1 Theologie,Professor/-innen,ETHZ,0
2005,1.1 Theologie,Übrige Dozierende,ETHZ,0
2005,1.1 Theologie,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2005,1.2 Sprach- und Literaturwissenschaften,Professor/-innen,ETHZ,1
2005,1.2 Sprach- und Literaturwissenschaften,Übrige Dozierende,ETHZ,0
2005,1.2 Sprach- und Literaturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,5
2005,1.3 Historische und Kulturwissenschaften,Professor/-innen,ETHZ,3
2005,1.3 Historische und Kulturwissenschaften,Übrige Dozierende,ETHZ,0
2005,1.3 Historische und Kulturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,34
2005,1.4 Sozialwissenschaften,Professor/-innen,ETHZ,5
2005,1.4 Sozialwissenschaften,Übrige Dozierende,ETHZ,0
2005,1.4 Sozialwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,74
2005,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Professor/-innen,ETHZ,4
2005,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Übrige Dozierende,ETHZ,0
2005,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,49
2005,2 Wirtschaftswissenschaften,Professor/-innen,ETHZ,2
2005,2 Wirtschaftswissenschaften,Übrige Dozierende,ETHZ,0
2005,2 Wirtschaftswissenschaften,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,40
2005,3 Recht,Professor/-innen,ETHZ,3
2005,3 Recht,Übrige Dozierende,ETHZ,0
2005,3 Recht,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,7
2005,4.1 Exakte Wissenschaften,Professor/-innen,ETHZ,86
2005,4.1 Exakte Wissenschaften,Übrige Dozierende,ETHZ,69
2005,4.1 Exakte Wissenschaften,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,923
2005,4.2 Naturwissenschaften,Professor/-innen,ETHZ,74
2005,4.2 Naturwissenschaften,Übrige Dozierende,ETHZ,163
2005,4.2 Naturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,1069
2005,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Professor/-innen,ETHZ,23
2005,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Übrige Dozierende,ETHZ,69
2005,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,324
2005,5.1 Humanmedizin,Professor/-innen,ETHZ,0
2005,5.1 Humanmedizin,Übrige Dozierende,ETHZ,0
2005,5.1 Humanmedizin,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2005,5.2 Zahnmedizin,Professor/-innen,ETHZ,0
2005,5.2 Zahnmedizin,Übrige Dozierende,ETHZ,0
2005,5.2 Zahnmedizin,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2005,5.3 Veterinärmedizin,Professor/-innen,ETHZ,0
2005,5.3 Veterinärmedizin,Übrige Dozierende,ETHZ,0
2005,5.3 Veterinärmedizin,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2005,5.4 Pharmazie,Professor/-innen,ETHZ,9
2005,5.4 Pharmazie,Übrige Dozierende,ETHZ,0
2005,5.4 Pharmazie,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,95
2005,5.5 Medizin und Pharmazie übergreifend/übrige,Professor/-innen,ETHZ,0
2005,5.5 Medizin und Pharmazie übergreifend/übrige,Übrige Dozierende,ETHZ,0
2005,5.5 Medizin und Pharmazie übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2005,6.1 Bauwesen und Geodäsie,Professor/-innen,ETHZ,57
2005,6.1 Bauwesen und Geodäsie,Übrige Dozierende,ETHZ,60
2005,6.1 Bauwesen und Geodäsie,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,815
2005,6.2 Maschinen- und Elektroingenieurwissenschaften,Professor/-innen,ETHZ,71
2005,6.2 Maschinen- und Elektroingenieurwissenschaften,Übrige Dozierende,ETHZ,119
2005,6.2 Maschinen- und Elektroingenieurwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,1287
2005,6.3 Agrar- und Forstwissenschaften,Professor/-innen,ETHZ,19
2005,6.3 Agrar- und Forstwissenschaften,Übrige Dozierende,ETHZ,69
2005,6.3 Agrar- und Forstwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,337
2005,6.4 Technische Wissenschaften übergreifend/übrige,Professor/-innen,ETHZ,7
2005,6.4 Technische Wissenschaften übergreifend/übrige,Übrige Dozierende,ETHZ,0
2005,6.4 Technische Wissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,110
2005,7 Interdisziplinäre und Andere,Professor/-innen,ETHZ,2
2005,7 Interdisziplinäre und Andere,Übrige Dozierende,ETHZ,52
2005,7 Interdisziplinäre und Andere,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,28
2005,8.5 Zentrale Verwaltung (bis 2001),Professor/-innen,ETHZ,0
2005,8.5 Zentrale Verwaltung (bis 2001),Übrige Dozierende,ETHZ,0
2005,8.5 Zentrale Verwaltung (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2005,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Professor/-innen,ETHZ,0
2005,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Übrige Dozierende,ETHZ,0
2005,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2005,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Professor/-innen,ETHZ,0
2005,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Übrige Dozierende,ETHZ,0
2005,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2005,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Professor/-innen,ETHZ,0
2005,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Übrige Dozierende,ETHZ,0
2005,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2005,99.99 Fach nicht zuteilbar,Professor/-innen,ETHZ,0
2005,99.99 Fach nicht zuteilbar,Übrige Dozierende,ETHZ,0
2005,99.99 Fach nicht zuteilbar,Assistierende und wissenschaftliche Mitarbeitende,ETHZ,11
2005,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Professor/-innen,ETHZ,0
2005,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Übrige Dozierende,ETHZ,0
2005,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,ETHZ,0
2005,8.1 Zentrale Verwaltung,Professor/-innen,ETHZ,6
