Year,Field,Nationality,University,Foreign_Count,Total,Foreign_Share_%
2022,8.1 Zentrale Verwaltung,Ausland,ETHZ,198,955,20.7
2022,8.2 Zentrale Bibliotheken,Ausland,ETHZ,51,315,16.2
2022,8.3 Technische Dienste und Logistik,Ausland,ETHZ,61,422,14.5
2022,8.4 Dienstleistungen für Mitarbeitende und Studierende,Ausland,ETHZ,41,172,23.8
2023,1.1 Theologie,Ausland,ETHZ,0,0,
2023,1.2 Sprach- und Literaturwissenschaften,Ausland,ETHZ,7,16,43.8
2023,1.3 Historische und Kulturwissenschaften,Ausland,ETHZ,21,60,35.0
2023,1.4 Sozialwissenschaften,Ausland,ETHZ,117,194,60.3
2023,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Ausland,ETHZ,70,127,55.1
2023,2 Wirtschaftswissenschaften,Ausland,ETHZ,59,130,45.4
2023,3 Recht,Ausland,ETHZ,27,49,55.1
2023,4.1 Exakte Wissenschaften,Ausland,ETHZ,1549,2471,62.7
2023,4.2 Naturwissenschaften,Ausland,ETHZ,1205,2009,60.0
2023,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Ausland,ETHZ,607,1094,55.5
2023,5.1 Humanmedizin,Ausland,ETHZ,6,43,14.0
2023,5.2 Zahnmedizin,Ausland,ETHZ,0,0,
2023,5.3 Veterinärmedizin,Ausland,ETHZ,0,0,
2023,5.4 Pharmazie,Ausland,ETHZ,81,143,56.6
2023,5.5 Medizin und Pharmazie übergreifend/übrige,Ausland,ETHZ,0,0,
2023,6.1 Bauwesen und Geodäsie,Ausland,ETHZ,892,1718,51.9
2023,6.2 Maschinen- und Elektroingenieurwissenschaften,Ausland,ETHZ,1699,2711,62.7
2023,6.3 Agrar- und Forstwissenschaften,Ausland,ETHZ,312,615,50.7
2023,6.4 Technische Wissenschaften übergreifend/übrige,Ausland,ETHZ,594,993,59.8
2023,7 Interdisziplinäre und Andere,Ausland,ETHZ,17,63,27.0
2023,8.5 Zentrale Verwaltung (bis 2001),Ausland,ETHZ,0,0,
2023,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Ausland,ETHZ,0,0,
2023,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Ausland,ETHZ,0,0,
2023,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Ausland,ETHZ,0,0,
2023,99.99 Fach nicht zuteilbar,Ausland,ETHZ,6,10,60.0
2023,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Ausland,ETHZ,0,0,
2023,8.1 Zentrale Verwaltung,Ausland,ETHZ,209,1008,20.7
2023,8.2 Zentrale Bibliotheken,Ausland,ETHZ,46,307,15.0
2023,8.3 Technische Dienste und Logistik,Ausland,ETHZ,58,408,14.2
2023,8.4 Dienstleistungen für Mitarbeitende und Studierende,Ausland,ETHZ,47,185,25.4
2024,1.1 Theologie,Ausland,ETHZ,0,0,
2024,1.2 Sprach- und Literaturwissenschaften,Ausland,ETHZ,6,15,40.0
2024,1.3 Historische und Kulturwissenschaften,Ausland,ETHZ,17,52,32.7
2024,1.4 Sozialwissenschaften,Ausland,ETHZ,128,207,61.8
2024,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Ausland,ETHZ,85,144,59.0
2024,2 Wirtschaftswissenschaften,Ausland,ETHZ,51,124,41.1
2024,3 Recht,Ausland,ETHZ,28,46,60.9
2024,4.1 Exakte Wissenschaften,Ausland,ETHZ,1601,2535,63.2
2024,4.2 Naturwissenschaften,Ausland,ETHZ,1205,2015,59.8
2024,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Ausland,ETHZ,584,1088,53.7
2024,5.1 Humanmedizin,Ausland,ETHZ,6,41,14.6
2024,5.2 Zahnmedizin,Ausland,ETHZ,0,0,
2024,5.3 Veterinärmedizin,Ausland,ETHZ,0,0,
2024,5.4 Pharmazie,Ausland,ETHZ,81,136,59.6
2024,5.5 Medizin und Pharmazie übergreifend/übrige,Ausland,ETHZ,0,0,
2024,6.1 Bauwesen und Geodäsie,Ausland,ETHZ,845,1712,49.4
2024,6.2 Maschinen- und Elektroingenieurwissenschaften,Ausland,ETHZ,1646,2647,62.2
2024,6.3 Agrar- und Forstwissenschaften,Ausland,ETHZ,308,597,51.6
2024,6.4 Technische Wissenschaften übergreifend/übrige,Ausland,ETHZ,631,1021,61.8
2024,7 Interdisziplinäre und Andere,Ausland,ETHZ,18,68,26.5
2024,8.5 Zentrale Verwaltung (bis 2001),Ausland,ETHZ,0,0,
2024,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Ausland,ETHZ,0,0,
2024,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Ausland,ETHZ,0,0,
2024,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Ausland,ETHZ,0,0,
2024,99.99 Fach nicht zuteilbar,Ausland,ETHZ,8,16,50.0
2024,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Ausland,ETHZ,0,0,
2024,8.1 Zentrale Verwaltung,Ausland,ETHZ,224,1046,21.4
2024,8.2 Zentrale Bibliotheken,Ausland,ETHZ,45,312,14.4
2024,8.3 Technische Dienste und Logistik,Ausland,ETHZ,58,418,13.9
2024,8.4 Dienstleistungen für Mitarbeitende und Studierende,Ausland,ETHZ,31,152,20.4
