Year,Field,Nationality,University,Foreign_Count,Total,Foreign_Share_%
2012,1.1 Theologie,Ausland,UZH,55,159,34.6
2012,1.2 Sprach- und Literaturwissenschaften,Ausland,UZH,180,444,40.5
2012,1.3 Historische und Kulturwissenschaften,Ausland,UZH,125,396,31.6
2012,1.4 Sozialwissenschaften,Ausland,UZH,242,687,35.2
2012,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Ausland,UZH,251,677,37.1
2012,2 Wirtschaftswissenschaften,Ausland,UZH,376,756,49.7
2012,3 Recht,Ausland,UZH,101,621,16.3
2012,4.1 Exakte Wissenschaften,Ausland,UZH,254,399,63.7
2012,4.2 Naturwissenschaften,Ausland,UZH,739,1411,52.4
2012,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Ausland,UZH,36,82,43.9
2012,5.1 Humanmedizin,Ausland,UZH,1404,3605,38.9
2012,5.2 Zahnmedizin,Ausland,UZH,130,440,29.5
2012,5.3 Veterinärmedizin,Ausland,UZH,242,720,33.6
2012,5.4 Pharmazie,Ausland,UZH,0,0,
2012,5.5 Medizin und Pharmazie übergreifend/übrige,Ausland,UZH,1,12,8.3
2012,6.1 Bauwesen und Geodäsie,Ausland,UZH,0,0,
2012,6.2 Maschinen- und Elektroingenieurwissenschaften,Ausland,UZH,0,0,
2012,6.3 Agrar- und Forstwissenschaften,Ausland,UZH,0,0,
2012,6.4 Technische Wissenschaften übergreifend/übrige,Ausland,UZH,0,0,
2012,7 Interdisziplinäre und Andere,Ausland,UZH,3,16,18.8
2012,8.5 Zentrale Verwaltung (bis 2001),Ausland,UZH,0,0,
2012,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Ausland,UZH,0,0,
2012,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Ausland,UZH,0,0,
2012,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Ausland,UZH,0,0,
2012,99.99 Fach nicht zuteilbar,Ausland,UZH,8,15,53.3
2012,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Ausland,UZH,0,0,
2012,8.1 Zentrale Verwaltung,Ausland,UZH,66,416,15.9
2012,8.2 Zentrale Bibliotheken,Ausland,UZH,3,44,6.8
2012,8.3 Technische Dienste und Logistik,Ausland,UZH,111,295,37.6
2012,8.4 Dienstleistungen für Mitarbeitende und Studierende,Ausland,UZH,13,78,16.7
2013,1.1 Theologie,Ausland,UZH,62,165,37.6
2013,1.2 Sprach- und Literaturwissenschaften,Ausland,UZH,256,645,39.7
2013,1.3 Historische und Kulturwissenschaften,Ausland,UZH,163,499,32.7
2013,1.4 Sozialwissenschaften,Ausland,UZH,281,821,34.2
2013,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Ausland,UZH,122,394,31.0
2013,2 Wirtschaftswissenschaften,Ausland,UZH,423,832,50.8
2013,3 Recht,Ausland,UZH,117,651,18.0
2013,4.1 Exakte Wissenschaften,Ausland,UZH,289,446,64.8
2013,4.2 Naturwissenschaften,Ausland,UZH,787,1465,53.7
2013,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Ausland,UZH,1,18,5.6
2013,5.1 Humanmedizin,Ausland,UZH,1725,4094,42.1
2013,5.2 Zahnmedizin,Ausland,UZH,140,466,30.0
2013,5.3 Veterinärmedizin,Ausland,UZH,297,830,35.8
2013,5.4 Pharmazie,Ausland,UZH,0,0,
2013,5.5 Medizin und Pharmazie übergreifend/übrige,Ausland,UZH,0,0,
2013,6.1 Bauwesen und Geodäsie,Ausland,UZH,0,0,
2013,6.2 Maschinen- und Elektroingenieurwissenschaften,Ausland,UZH,0,0,
2013,6.3 Agrar- und Forstwissenschaften,Ausland,UZH,0,0,
2013,6.4 Technische Wissenschaften übergreifend/übrige,Ausland,UZH,0,0,
2013,7 Interdisziplinäre und Andere,Ausland,UZH,0,0,
2013,8.5 Zentrale Verwaltung (bis 2001),Ausland,UZH,0,0,
2013,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Ausland,UZH,0,0,
2013,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Ausland,UZH,0,0,
2013,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Ausland,UZH,0,0,
2013,99.99 Fach nicht zuteilbar,Ausland,UZH,4,8,50.0
2013,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Ausland,UZH,0,0,
2013,8.1 Zentrale Verwaltung,Ausland,UZH,84,498,16.9
2013,8.2 Zentrale Bibliotheken,Ausland,UZH,4,46,8.7
2013,8.3 Technische Dienste und Logistik,Ausland,UZH,116,313,37.1
2013,8.4 Dienstleistungen für Mitarbeitende und Studierende,Ausland,UZH,16,82,19.5
2014,1.1 Theologie,Ausland,UZH,53,136,39.0
2014,1.2 Sprach- und Literaturwissenschaften,Ausland,UZH,242,597,40.5
2014,1.3 Historische und Kulturwissenschaften,Ausland,UZH,155,470,33.0
2014,1.4 Sozialwissenschaften,Ausland,UZH,245,675,36.3
2014,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Ausland,UZH,142,442,32.1
2014,2 Wirtschaftswissenschaften,Ausland,UZH,380,731,52.0
2014,3 Recht,Ausland,UZH,102,582,17.5
2014,4.1 Exakte Wissenschaften,Ausland,UZH,263,399,65.9
2014,4.2 Naturwissenschaften,Ausland,UZH,655,1242,52.7
2014,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Ausland,UZH,1,11,9.1
2014,5.1 Humanmedizin,Ausland,UZH,1565,3813,41.0
2014,5.2 Zahnmedizin,Ausland,UZH,127,426,29.8
2014,5.3 Veterinärmedizin,Ausland,UZH,295,802,36.8
2014,5.4 Pharmazie,Ausland,UZH,0,0,
2014,5.5 Medizin und Pharmazie übergreifend/übrige,Ausland,UZH,0,0,
2014,6.1 Bauwesen und Geodäsie,Ausland,UZH,0,0,
2014,6.2 Maschinen- und Elektroingenieurwissenschaften,Ausland,UZH,0,0,
2014,6.3 Agrar- und Forstwissenschaften,Ausland,UZH,0,0,
2014,6.4 Technische Wissenschaften übergreifend/übrige,Ausland,UZH,0,0,
2014,7 Interdisziplinäre und Andere,Ausland,UZH,0,0,
2014,8.5 Zentrale Verwaltung (bis 2001),Ausland,UZH,0,0,
2014,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Ausland,UZH,0,0,
2014,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Ausland,UZH,0,0,
2014,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Ausland,UZH,0,0,
2014,99.99 Fach nicht zuteilbar,Ausland,UZH,5,12,41.7
2014,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Ausland,UZH,0,0,
2014,8.1 Zentrale Verwaltung,Ausland,UZH,28,197,14.2
2014,8.2 Zentrale Bibliotheken,Ausland,UZH,5,43,11.6
2014,8.3 Technische Dienste und Logistik,Ausland,UZH,109,305,35.7
2014,8.4 Dienstleistungen für Mitarbeitende und Studierende,Ausland,UZH,70,339,20.6
2015,1.1 Theologie,Ausland,UZH,54,143,37.8
2015,1.2 Sprach- und Literaturwissenschaften,Ausland,UZH,258,616,41.9
2015,1.3 Historische und Kulturwissenschaften,Ausland,UZH,172,488,35.2
2015,1.4 Sozialwissenschaften,Ausland,UZH,244,667,36.6
2015,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Ausland,UZH,128,385,33.2
2015,2 Wirtschaftswissenschaften,Ausland,UZH,381,725,52.6
2015,3 Recht,Ausland,UZH,110,601,18.3
2015,4.1 Exakte Wissenschaften,Ausland,UZH,265,400,66.2
2015,4.2 Naturwissenschaften,Ausland,UZH,699,1307,53.5
2015,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Ausland,UZH,3,17,17.6
2015,5.1 Humanmedizin,Ausland,UZH,1672,3907,42.8
2015,5.2 Zahnmedizin,Ausland,UZH,114,408,27.9
2015,5.3 Veterinärmedizin,Ausland,UZH,312,812,38.4
2015,5.4 Pharmazie,Ausland,UZH,0,0,
2015,5.5 Medizin und Pharmazie übergreifend/übrige,Ausland,UZH,0,0,
2015,6.1 Bauwesen und Geodäsie,Ausland,UZH,0,0,
2015,6.2 Maschinen- und Elektroingenieurwissenschaften,Ausland,UZH,0,0,
2015,6.3 Agrar- und Forstwissenschaften,Ausland,UZH,0,0,
2015,6.4 Technische Wissenschaften übergreifend/übrige,Ausland,UZH,0,0,
2015,7 Interdisziplinäre und Andere,Ausland,UZH,0,0,
2015,8.5 Zentrale Verwaltung (bis 2001),Ausland,UZH,0,0,
2015,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Ausland,UZH,0,0,
2015,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Ausland,UZH,0,0,
2015,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Ausland,UZH,0,0,
2015,99.99 Fach nicht zuteilbar,Ausland,UZH,2,5,40.0
2015,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Ausland,UZH,0,0,
2015,8.1 Zentrale Verwaltung,Ausland,UZH,62,405,15.3
2015,8.2 Zentrale Bibliotheken,Ausland,UZH,7,44,15.9
2015,8.3 Technische Dienste und Logistik,Ausland,UZH,115,325,35.4
2015,8.4 Dienstleistungen für Mitarbeitende und Studierende,Ausland,UZH,40,160,25.0
2016,1.1 Theologie,Ausland,UZH,50,146,34.2
2016,1.2 Sprach- und Literaturwissenschaften,Ausland,UZH,280,688,40.7
2016,1.3 Historische und Kulturwissenschaften,Ausland,UZH,166,479,34.7
2016,1.4 Sozialwissenschaften,Ausland,UZH,239,670,35.7
2016,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Ausland,UZH,131,392,33.4
2016,2 Wirtschaftswissenschaften,Ausland,UZH,395,751,52.6
2016,3 Recht,Ausland,UZH,95,594,16.0
2016,4.1 Exakte Wissenschaften,Ausland,UZH,271,399,67.9
2016,4.2 Naturwissenschaften,Ausland,UZH,694,1291,53.8
2016,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Ausland,UZH,4,19,21.1
2016,5.1 Humanmedizin,Ausland,UZH,1721,4056,42.4
2016,5.2 Zahnmedizin,Ausland,UZH,119,407,29.2
2016,5.3 Veterinärmedizin,Ausland,UZH,339,833,40.7
2016,5.4 Pharmazie,Ausland,UZH,0,0,
2016,5.5 Medizin und Pharmazie übergreifend/übrige,Ausland,UZH,0,0,
2016,6.1 Bauwesen und Geodäsie,Ausland,UZH,0,0,
2016,6.2 Maschinen- und Elektroingenieurwissenschaften,Ausland,UZH,0,0,
2016,6.3 Agrar- und Forstwissenschaften,Ausland,UZH,0,0,
2016,6.4 Technische Wissenschaften übergreifend/übrige,Ausland,UZH,0,0,
2016,7 Interdisziplinäre und Andere,Ausland,UZH,0,0,
2016,8.5 Zentrale Verwaltung (bis 2001),Ausland,UZH,0,0,
2016,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Ausland,UZH,0,0,
2016,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Ausland,UZH,0,0,
2016,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Ausland,UZH,0,0,
2016,99.99 Fach nicht zuteilbar,Ausland,UZH,3,6,50.0
2016,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Ausland,UZH,0,0,
2016,8.1 Zentrale Verwaltung,Ausland,UZH,70,425,16.5
2016,8.2 Zentrale Bibliotheken,Ausland,UZH,9,52,17.3
2016,8.3 Technische Dienste und Logistik,Ausland,UZH,119,328,36.3
2016,8.4 Dienstleistungen für Mitarbeitende und Studierende,Ausland,UZH,40,155,25.8
2017,1.1 Theologie,Ausland,UZH,49,143,34.3
2017,1.2 Sprach- und Literaturwissenschaften,Ausland,UZH,284,728,39.0
2017,1.3 Historische und Kulturwissenschaften,Ausland,UZH,194,576,33.7
2017,1.4 Sozialwissenschaften,Ausland,UZH,294,760,38.7
2017,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Ausland,UZH,44,181,24.3
2017,2 Wirtschaftswissenschaften,Ausland,UZH,396,710,55.8
2017,3 Recht,Ausland,UZH,95,616,15.4
2017,4.1 Exakte Wissenschaften,Ausland,UZH,278,392,70.9
2017,4.2 Naturwissenschaften,Ausland,UZH,653,1240,52.7
2017,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Ausland,UZH,7,23,30.4
2017,5.1 Humanmedizin,Ausland,UZH,1806,4202,43.0
2017,5.2 Zahnmedizin,Ausland,UZH,131,432,30.3
2017,5.3 Veterinärmedizin,Ausland,UZH,318,785,40.5
2017,5.4 Pharmazie,Ausland,UZH,0,0,
2017,5.5 Medizin und Pharmazie übergreifend/übrige,Ausland,UZH,0,0,
2017,6.1 Bauwesen und Geodäsie,Ausland,UZH,0,0,
2017,6.2 Maschinen- und Elektroingenieurwissenschaften,Ausland,UZH,0,0,
2017,6.3 Agrar- und Forstwissenschaften,Ausland,UZH,0,0,
2017,6.4 Technische Wissenschaften übergreifend/übrige,Ausland,UZH,0,0,
2017,7 Interdisziplinäre und Andere,Ausland,UZH,0,0,
2017,8.5 Zentrale Verwaltung (bis 2001),Ausland,UZH,0,0,
2017,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Ausland,UZH,0,0,
2017,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Ausland,UZH,0,0,
2017,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Ausland,UZH,0,0,
2017,99.99 Fach nicht zuteilbar,Ausland,UZH,1,6,16.7
2017,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Ausland,UZH,0,0,
2017,8.1 Zentrale Verwaltung,Ausland,UZH,77,451,17.1
2017,8.2 Zentrale Bibliotheken,Ausland,UZH,9,51,17.6
2017,8.3 Technische Dienste und Logistik,Ausland,UZH,119,328,36.3
2017,8.4 Dienstleistungen für Mitarbeitende und Studierende,Ausland,UZH,45,153,29.4
2018,1.1 Theologie,Ausland,UZH,46,134,34.3
2018,1.2 Sprach- und Literaturwissenschaften,Ausland,UZH,285,709,40.2
2018,1.3 Historische und Kulturwissenschaften,Ausland,UZH,181,547,33.1
2018,1.4 Sozialwissenschaften,Ausland,UZH,329,861,38.2
2018,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Ausland,UZH,21,89,23.6
2018,2 Wirtschaftswissenschaften,Ausland,UZH,340,608,55.9
2018,3 Recht,Ausland,UZH,80,606,13.2
2018,4.1 Exakte Wissenschaften,Ausland,UZH,396,562,70.5
2018,4.2 Naturwissenschaften,Ausland,UZH,779,1410,55.2
2018,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Ausland,UZH,15,43,34.9
2018,5.1 Humanmedizin,Ausland,UZH,1675,3914,42.8
2018,5.2 Zahnmedizin,Ausland,UZH,113,406,27.8
2018,5.3 Veterinärmedizin,Ausland,UZH,313,787,39.8
2018,5.4 Pharmazie,Ausland,UZH,0,0,
2018,5.5 Medizin und Pharmazie übergreifend/übrige,Ausland,UZH,0,0,
2018,6.1 Bauwesen und Geodäsie,Ausland,UZH,0,0,
2018,6.2 Maschinen- und Elektroingenieurwissenschaften,Ausland,UZH,0,0,
2018,6.3 Agrar- und Forstwissenschaften,Ausland,UZH,0,0,
2018,6.4 Technische Wissenschaften übergreifend/übrige,Ausland,UZH,0,0,
2018,7 Interdisziplinäre und Andere,Ausland,UZH,7,11,63.6
2018,8.5 Zentrale Verwaltung (bis 2001),Ausland,UZH,0,0,
2018,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Ausland,UZH,0,0,
2018,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Ausland,UZH,0,0,
2018,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Ausland,UZH,0,0,
2018,99.99 Fach nicht zuteilbar,Ausland,UZH,2,6,33.3
2018,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Ausland,UZH,0,0,
2018,8.1 Zentrale Verwaltung,Ausland,UZH,95,520,18.3
2018,8.2 Zentrale Bibliotheken,Ausland,UZH,8,48,16.7
2018,8.3 Technische Dienste und Logistik,Ausland,UZH,114,329,34.7
2018,8.4 Dienstleistungen für Mitarbeitende und Studierende,Ausland,UZH,25,100,25.0
2019,1.1 Theologie,Ausland,UZH,49,140,35.0
2019,1.2 Sprach- und Literaturwissenschaften,Ausland,UZH,265,679,39.0
2019,1.3 Historische und Kulturwissenschaften,Ausland,UZH,192,547,35.1
2019,1.4 Sozialwissenschaften,Ausland,UZH,326,895,36.4
2019,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Ausland,UZH,57,193,29.5
2019,2 Wirtschaftswissenschaften,Ausland,UZH,357,649,55.0
2019,3 Recht,Ausland,UZH,93,652,14.3
2019,4.1 Exakte Wissenschaften,Ausland,UZH,405,587,69.0
2019,4.2 Naturwissenschaften,Ausland,UZH,805,1427,56.4
2019,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Ausland,UZH,30,66,45.5
2019,5.1 Humanmedizin,Ausland,UZH,1909,4492,42.5
2019,5.2 Zahnmedizin,Ausland,UZH,127,433,29.3
2019,5.3 Veterinärmedizin,Ausland,UZH,319,801,39.8
2019,5.4 Pharmazie,Ausland,UZH,0,0,
2019,5.5 Medizin und Pharmazie übergreifend/übrige,Ausland,UZH,0,0,
2019,6.1 Bauwesen und Geodäsie,Ausland,UZH,0,0,
2019,6.2 Maschinen- und Elektroingenieurwissenschaften,Ausland,UZH,0,0,
2019,6.3 Agrar- und Forstwissenschaften,Ausland,UZH,0,0,
2019,6.4 Technische Wissenschaften übergreifend/übrige,Ausland,UZH,0,0,
2019,7 Interdisziplinäre und Andere,Ausland,UZH,12,21,57.1
2019,8.5 Zentrale Verwaltung (bis 2001),Ausland,UZH,0,0,
2019,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Ausland,UZH,0,0,
2019,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Ausland,UZH,0,0,
2019,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Ausland,UZH,0,0,
2019,99.99 Fach nicht zuteilbar,Ausland,UZH,6,8,75.0
2019,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Ausland,UZH,0,0,
2019,8.1 Zentrale Verwaltung,Ausland,UZH,99,521,19.0
2019,8.2 Zentrale Bibliotheken,Ausland,UZH,8,54,14.8
2019,8.3 Technische Dienste und Logistik,Ausland,UZH,120,339,35.4
2019,8.4 Dienstleistungen für Mitarbeitende und Studierende,Ausland,UZH,32,116,27.6
2020,1.1 Theologie,Ausland,UZH,46,138,33.3
2020,1.2 Sprach- und Literaturwissenschaften,Ausland,UZH,278,723,38.5
2020,1.3 Historische und Kulturwissenschaften,Ausland,UZH,204,552,37.0
2020,1.4 Sozialwissenschaften,Ausland,UZH,343,884,38.8
2020,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Ausland,UZH,76,214,35.5
2020,2 Wirtschaftswissenschaften,Ausland,UZH,370,669,55.3
2020,3 Recht,Ausland,UZH,102,662,15.4
2020,4.1 Exakte Wissenschaften,Ausland,UZH,431,627,68.7
2020,4.2 Naturwissenschaften,Ausland,UZH,854,1512,56.5
2020,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Ausland,UZH,25,61,41.0
2020,5.1 Humanmedizin,Ausland,UZH,1969,4577,43.0
2020,5.2 Zahnmedizin,Ausland,UZH,127,434,29.3
2020,5.3 Veterinärmedizin,Ausland,UZH,341,829,41.1
2020,5.4 Pharmazie,Ausland,UZH,0,0,
2020,5.5 Medizin und Pharmazie übergreifend/übrige,Ausland,UZH,0,0,
2020,6.1 Bauwesen und Geodäsie,Ausland,UZH,0,0,
2020,6.2 Maschinen- und Elektroingenieurwissenschaften,Ausland,UZH,0,0,
2020,6.3 Agrar- und Forstwissenschaften,Ausland,UZH,0,0,
2020,6.4 Technische Wissenschaften übergreifend/übrige,Ausland,UZH,0,0,
2020,7 Interdisziplinäre und Andere,Ausland,UZH,4,4,100.0
2020,8.5 Zentrale Verwaltung (bis 2001),Ausland,UZH,0,0,
2020,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Ausland,UZH,0,0,
2020,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Ausland,UZH,0,0,
2020,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Ausland,UZH,0,0,
2020,99.99 Fach nicht zuteilbar,Ausland,UZH,6,13,46.2
2020,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Ausland,UZH,0,0,
2020,8.1 Zentrale Verwaltung,Ausland,UZH,112,572,19.6
2020,8.2 Zentrale Bibliotheken,Ausland,UZH,8,57,14.0
2020,8.3 Technische Dienste und Logistik,Ausland,UZH,118,344,34.3
2020,8.4 Dienstleistungen für Mitarbeitende und Studierende,Ausland,UZH,28,117,23.9
2021,1.1 Theologie,Ausland,UZH,65,180,36.1
2021,1.2 Sprach- und Literaturwissenschaften,Ausland,UZH,309,773,40.0
2021,1.3 Historische und Kulturwissenschaften,Ausland,UZH,221,580,38.1
2021,1.4 Sozialwissenschaften,Ausland,UZH,379,950,39.9
2021,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Ausland,UZH,90,231,39.0
2021,2 Wirtschaftswissenschaften,Ausland,UZH,381,688,55.4
2021,3 Recht,Ausland,UZH,104,685,15.2
2021,4.1 Exakte Wissenschaften,Ausland,UZH,418,639,65.4
2021,4.2 Naturwissenschaften,Ausland,UZH,849,1521,55.8
2021,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Ausland,UZH,38,88,43.2
2021,5.1 Humanmedizin,Ausland,UZH,1996,4647,43.0
2021,5.2 Zahnmedizin,Ausland,UZH,130,442,29.4
2021,5.3 Veterinärmedizin,Ausland,UZH,371,852,43.5
2021,5.4 Pharmazie,Ausland,UZH,0,0,
2021,5.5 Medizin und Pharmazie übergreifend/übrige,Ausland,UZH,0,0,
2021,6.1 Bauwesen und Geodäsie,Ausland,UZH,0,0,
2021,6.2 Maschinen- und Elektroingenieurwissenschaften,Ausland,UZH,0,0,
2021,6.3 Agrar- und Forstwissenschaften,Ausland,UZH,0,0,
2021,6.4 Technische Wissenschaften übergreifend/übrige,Ausland,UZH,0,0,
2021,7 Interdisziplinäre und Andere,Ausland,UZH,3,5,60.0
2021,8.5 Zentrale Verwaltung (bis 2001),Ausland,UZH,0,0,
2021,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Ausland,UZH,0,0,
2021,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Ausland,UZH,0,0,
2021,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Ausland,UZH,0,0,
2021,99.99 Fach nicht zuteilbar,Ausland,UZH,10,16,62.5
2021,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Ausland,UZH,0,0,
2021,8.1 Zentrale Verwaltung,Ausland,UZH,118,612,19.3
2021,8.2 Zentrale Bibliotheken,Ausland,UZH,6,56,10.7
2021,8.3 Technische Dienste und Logistik,Ausland,UZH,115,356,32.3
2021,8.4 Dienstleistungen für Mitarbeitende und Studierende,Ausland,UZH,27,126,21.4
2022,1.1 Theologie,Ausland,UZH,71,191,37.2
2022,1.2 Sprach- und Literaturwissenschaften,Ausland,UZH,295,712,41.4
2022,1.3 Historische und Kulturwissenschaften,Ausland,UZH,211,555,38.0
2022,1.4 Sozialwissenschaften,Ausland,UZH,351,875,40.1
