Jahr,Fachbereich,Staatsangehörigkeit (Kategorie),Hochschule,Anzahl
2005,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Ausland,UZH,0
2005,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Schweiz,UZH,0
2005,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Ausland,UZH,0
2005,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Schweiz,UZH,0
2005,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Ausland,UZH,0
2005,99.99 Fach nicht zuteilbar,Schweiz,UZH,6
2005,99.99 Fach nicht zuteilbar,Ausland,UZH,4
2005,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Schweiz,UZH,0
2005,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Ausland,UZH,0
2005,8.1 Zentrale Verwaltung,Schweiz,UZH,266
2005,8.1 Zentrale Verwaltung,Ausland,UZH,25
2005,8.2 Zentrale Bibliotheken,Schweiz,UZH,23
2005,8.2 Zentrale Bibliotheken,Ausland,UZH,1
2005,8.3 Technische Dienste und Logistik,Schweiz,UZH,163
2005,8.3 Technische Dienste und Logistik,Ausland,UZH,121
2005,8.4 Dienstleistungen für Mitarbeitende und Studierende,Schweiz,UZH,42
2005,8.4 Dienstleistungen für Mitarbeitende und Studierende,Ausland,UZH,13
2006,1.1 Theologie,Schweiz,UZH,79
2006,1.1 Theologie,Ausland,UZH,30
2006,1.2 Sprach- und Literaturwissenschaften,Schweiz,UZH,327
2006,1.2 Sprach- und Literaturwissenschaften,Ausland,UZH,144
2006,1.3 Historische und Kulturwissenschaften,Schweiz,UZH,281
2006,1.3 Historische und Kulturwissenschaften,Ausland,UZH,105
2006,1.4 Sozialwissenschaften,Schweiz,UZH,512
2006,1.4 Sozialwissenschaften,Ausland,UZH,198
2006,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Schweiz,UZH,37
2006,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Ausland,UZH,9
2006,2 Wirtschaftswissenschaften,Schweiz,UZH,332
2006,2 Wirtschaftswissenschaften,Ausland,UZH,210
2006,3 Recht,Schweiz,UZH,397
2006,3 Recht,Ausland,UZH,54
2006,4.1 Exakte Wissenschaften,Schweiz,UZH,145
2006,4.1 Exakte Wissenschaften,Ausland,UZH,161
2006,4.2 Naturwissenschaften,Schweiz,UZH,592
2006,4.2 Naturwissenschaften,Ausland,UZH,493
2006,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Schweiz,UZH,12
2006,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Ausland,UZH,1
2006,5.1 Humanmedizin,Schweiz,UZH,1564
2006,5.1 Humanmedizin,Ausland,UZH,740
2006,5.2 Zahnmedizin,Schweiz,UZH,274
2006,5.2 Zahnmedizin,Ausland,UZH,109
2006,5.3 Veterinärmedizin,Schweiz,UZH,491
2006,5.3 Veterinärmedizin,Ausland,UZH,177
2006,5.4 Pharmazie,Schweiz,UZH,0
2006,5.4 Pharmazie,Ausland,UZH,0
2006,5.5 Medizin und Pharmazie übergreifend/übrige,Schweiz,UZH,0
2006,5.5 Medizin und Pharmazie übergreifend/übrige,Ausland,UZH,0
2006,6.1 Bauwesen und Geodäsie,Schweiz,UZH,0
2006,6.1 Bauwesen und Geodäsie,Ausland,UZH,0
2006,6.2 Maschinen- und Elektroingenieurwissenschaften,Schweiz,UZH,0
2006,6.2 Maschinen- und Elektroingenieurwissenschaften,Ausland,UZH,0
2006,6.3 Agrar- und Forstwissenschaften,Schweiz,UZH,0
2006,6.3 Agrar- und Forstwissenschaften,Ausland,UZH,0
2006,6.4 Technische Wissenschaften übergreifend/übrige,Schweiz,UZH,0
2006,6.4 Technische Wissenschaften übergreifend/übrige,Ausland,UZH,0
2006,7 Interdisziplinäre und Andere,Schweiz,UZH,45
2006,7 Interdisziplinäre und Andere,Ausland,UZH,25
2006,8.5 Zentrale Verwaltung (bis 2001),Schweiz,UZH,0
2006,8.5 Zentrale Verwaltung (bis 2001),Ausland,UZH,0
2006,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Schweiz,UZH,0
2006,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Ausland,UZH,0
2006,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Schweiz,UZH,0
2006,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Ausland,UZH,0
2006,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Schweiz,UZH,0
2006,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Ausland,UZH,0
2006,99.99 Fach nicht zuteilbar,Schweiz,UZH,10
2006,99.99 Fach nicht zuteilbar,Ausland,UZH,2
2006,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Schweiz,UZH,0
2006,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Ausland,UZH,0
2006,8.1 Zentrale Verwaltung,Schweiz,UZH,280
2006,8.1 Zentrale Verwaltung,Ausland,UZH,27
2006,8.2 Zentrale Bibliotheken,Schweiz,UZH,36
2006,8.2 Zentrale Bibliotheken,Ausland,UZH,3
2006,8.3 Technische Dienste und Logistik,Schweiz,UZH,163
2006,8.3 Technische Dienste und Logistik,Ausland,UZH,115
2006,8.4 Dienstleistungen für Mitarbeitende und Studierende,Schweiz,UZH,48
2006,8.4 Dienstleistungen für Mitarbeitende und Studierende,Ausland,UZH,12
2007,1.1 Theologie,Schweiz,UZH,97
2007,1.1 Theologie,Ausland,UZH,37
2007,1.2 Sprach- und Literaturwissenschaften,Schweiz,UZH,325
2007,1.2 Sprach- und Literaturwissenschaften,Ausland,UZH,163
2007,1.3 Historische und Kulturwissenschaften,Schweiz,UZH,293
2007,1.3 Historische und Kulturwissenschaften,Ausland,UZH,123
2007,1.4 Sozialwissenschaften,Schweiz,UZH,519
2007,1.4 Sozialwissenschaften,Ausland,UZH,205
2007,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Schweiz,UZH,35
2007,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Ausland,UZH,7
2007,2 Wirtschaftswissenschaften,Schweiz,UZH,372
2007,2 Wirtschaftswissenschaften,Ausland,UZH,234
2007,3 Recht,Schweiz,UZH,406
2007,3 Recht,Ausland,UZH,56
2007,4.1 Exakte Wissenschaften,Schweiz,UZH,155
2007,4.1 Exakte Wissenschaften,Ausland,UZH,181
2007,4.2 Naturwissenschaften,Schweiz,UZH,592
2007,4.2 Naturwissenschaften,Ausland,UZH,548
2007,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Schweiz,UZH,14
2007,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Ausland,UZH,1
2007,5.1 Humanmedizin,Schweiz,UZH,1671
2007,5.1 Humanmedizin,Ausland,UZH,860
2007,5.2 Zahnmedizin,Schweiz,UZH,271
2007,5.2 Zahnmedizin,Ausland,UZH,108
2007,5.3 Veterinärmedizin,Schweiz,UZH,466
2007,5.3 Veterinärmedizin,Ausland,UZH,186
2007,5.4 Pharmazie,Schweiz,UZH,0
2007,5.4 Pharmazie,Ausland,UZH,0
2007,5.5 Medizin und Pharmazie übergreifend/übrige,Schweiz,UZH,0
2007,5.5 Medizin und Pharmazie übergreifend/übrige,Ausland,UZH,0
2007,6.1 Bauwesen und Geodäsie,Schweiz,UZH,0
2007,6.1 Bauwesen und Geodäsie,Ausland,UZH,0
2007,6.2 Maschinen- und Elektroingenieurwissenschaften,Schweiz,UZH,0
2007,6.2 Maschinen- und Elektroingenieurwissenschaften,Ausland,UZH,0
2007,6.3 Agrar- und Forstwissenschaften,Schweiz,UZH,0
2007,6.3 Agrar- und Forstwissenschaften,Ausland,UZH,0
2007,6.4 Technische Wissenschaften übergreifend/übrige,Schweiz,UZH,0
2007,6.4 Technische Wissenschaften übergreifend/übrige,Ausland,UZH,0
2007,7 Interdisziplinäre und Andere,Schweiz,UZH,46
2007,7 Interdisziplinäre und Andere,Ausland,UZH,26
2007,8.5 Zentrale Verwaltung (bis 2001),Schweiz,UZH,0
2007,8.5 Zentrale Verwaltung (bis 2001),Ausland,UZH,0
2007,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Schweiz,UZH,0
2007,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Ausland,UZH,0
2007,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Schweiz,UZH,0
2007,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Ausland,UZH,0
2007,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Schweiz,UZH,0
2007,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Ausland,UZH,0
2007,99.99 Fach nicht zuteilbar,Schweiz,UZH,8
2007,99.99 Fach nicht zuteilbar,Ausland,UZH,3
2007,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Schweiz,UZH,0
2007,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Ausland,UZH,0
2007,8.1 Zentrale Verwaltung,Schweiz,UZH,282
2007,8.1 Zentrale Verwaltung,Ausland,UZH,40
2007,8.2 Zentrale Bibliotheken,Schweiz,UZH,38
2007,8.2 Zentrale Bibliotheken,Ausland,UZH,2
2007,8.3 Technische Dienste und Logistik,Schweiz,UZH,164
2007,8.3 Technische Dienste und Logistik,Ausland,UZH,119
2007,8.4 Dienstleistungen für Mitarbeitende und Studierende,Schweiz,UZH,44
2007,8.4 Dienstleistungen für Mitarbeitende und Studierende,Ausland,UZH,11
2008,1.1 Theologie,Schweiz,UZH,100
2008,1.1 Theologie,Ausland,UZH,36
2008,1.2 Sprach- und Literaturwissenschaften,Schweiz,UZH,339
2008,1.2 Sprach- und Literaturwissenschaften,Ausland,UZH,187
2008,1.3 Historische und Kulturwissenschaften,Schweiz,UZH,317
2008,1.3 Historische und Kulturwissenschaften,Ausland,UZH,133
2008,1.4 Sozialwissenschaften,Schweiz,UZH,549
2008,1.4 Sozialwissenschaften,Ausland,UZH,220
2008,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Schweiz,UZH,44
2008,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Ausland,UZH,15
2008,2 Wirtschaftswissenschaften,Schweiz,UZH,347
2008,2 Wirtschaftswissenschaften,Ausland,UZH,263
2008,3 Recht,Schweiz,UZH,395
2008,3 Recht,Ausland,UZH,69
2008,4.1 Exakte Wissenschaften,Schweiz,UZH,145
2008,4.1 Exakte Wissenschaften,Ausland,UZH,186
2008,4.2 Naturwissenschaften,Schweiz,UZH,611
2008,4.2 Naturwissenschaften,Ausland,UZH,604
2008,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Schweiz,UZH,21
2008,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Ausland,UZH,0
2008,5.1 Humanmedizin,Schweiz,UZH,1732
2008,5.1 Humanmedizin,Ausland,UZH,928
2008,5.2 Zahnmedizin,Schweiz,UZH,281
2008,5.2 Zahnmedizin,Ausland,UZH,123
2008,5.3 Veterinärmedizin,Schweiz,UZH,481
2008,5.3 Veterinärmedizin,Ausland,UZH,190
2008,5.4 Pharmazie,Schweiz,UZH,0
2008,5.4 Pharmazie,Ausland,UZH,0
2008,5.5 Medizin und Pharmazie übergreifend/übrige,Schweiz,UZH,0
2008,5.5 Medizin und Pharmazie übergreifend/übrige,Ausland,UZH,0
2008,6.1 Bauwesen und Geodäsie,Schweiz,UZH,0
2008,6.1 Bauwesen und Geodäsie,Ausland,UZH,0
2008,6.2 Maschinen- und Elektroingenieurwissenschaften,Schweiz,UZH,0
2008,6.2 Maschinen- und Elektroingenieurwissenschaften,Ausland,UZH,0
2008,6.3 Agrar- und Forstwissenschaften,Schweiz,UZH,0
2008,6.3 Agrar- und Forstwissenschaften,Ausland,UZH,0
2008,6.4 Technische Wissenschaften übergreifend/übrige,Schweiz,UZH,0
2008,6.4 Technische Wissenschaften übergreifend/übrige,Ausland,UZH,0
2008,7 Interdisziplinäre und Andere,Schweiz,UZH,48
2008,7 Interdisziplinäre und Andere,Ausland,UZH,28
2008,8.5 Zentrale Verwaltung (bis 2001),Schweiz,UZH,0
2008,8.5 Zentrale Verwaltung (bis 2001),Ausland,UZH,0
2008,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Schweiz,UZH,0
2008,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Ausland,UZH,0
2008,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Schweiz,UZH,0
2008,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Ausland,UZH,0
2008,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Schweiz,UZH,0
2008,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Ausland,UZH,0
2008,99.99 Fach nicht zuteilbar,Schweiz,UZH,9
2008,99.99 Fach nicht zuteilbar,Ausland,UZH,6
2008,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Schweiz,UZH,0
2008,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Ausland,UZH,0
2008,8.1 Zentrale Verwaltung,Schweiz,UZH,283
2008,8.1 Zentrale Verwaltung,Ausland,UZH,44
2008,8.2 Zentrale Bibliotheken,Schweiz,UZH,44
2008,8.2 Zentrale Bibliotheken,Ausland,UZH,2
2008,8.3 Technische Dienste und Logistik,Schweiz,UZH,171
2008,8.3 Technische Dienste und Logistik,Ausland,UZH,115
2008,8.4 Dienstleistungen für Mitarbeitende und Studierende,Schweiz,UZH,45
2008,8.4 Dienstleistungen für Mitarbeitende und Studierende,Ausland,UZH,10
2009,1.1 Theologie,Schweiz,UZH,107
2009,1.1 Theologie,Ausland,UZH,46
2009,1.2 Sprach- und Literaturwissenschaften,Schweiz,UZH,258
2009,1.2 Sprach- und Literaturwissenschaften,Ausland,UZH,142
2009,1.3 Historische und Kulturwissenschaften,Schweiz,UZH,253
2009,1.3 Historische und Kulturwissenschaften,Ausland,UZH,91
2009,1.4 Sozialwissenschaften,Schweiz,UZH,438
2009,1.4 Sozialwissenschaften,Ausland,UZH,198
2009,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Schweiz,UZH,326
2009,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Ausland,UZH,170
2009,2 Wirtschaftswissenschaften,Schweiz,UZH,370
2009,2 Wirtschaftswissenschaften,Ausland,UZH,303
2009,3 Recht,Schweiz,UZH,428
2009,3 Recht,Ausland,UZH,76
2009,4.1 Exakte Wissenschaften,Schweiz,UZH,143
2009,4.1 Exakte Wissenschaften,Ausland,UZH,189
2009,4.2 Naturwissenschaften,Schweiz,UZH,575
2009,4.2 Naturwissenschaften,Ausland,UZH,596
2009,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Schweiz,UZH,80
2009,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Ausland,UZH,40
2009,5.1 Humanmedizin,Schweiz,UZH,1842
2009,5.1 Humanmedizin,Ausland,UZH,1052
2009,5.2 Zahnmedizin,Schweiz,UZH,265
2009,5.2 Zahnmedizin,Ausland,UZH,129
2009,5.3 Veterinärmedizin,Schweiz,UZH,486
2009,5.3 Veterinärmedizin,Ausland,UZH,208
2009,5.4 Pharmazie,Schweiz,UZH,0
2009,5.4 Pharmazie,Ausland,UZH,0
2009,5.5 Medizin und Pharmazie übergreifend/übrige,Schweiz,UZH,0
2009,5.5 Medizin und Pharmazie übergreifend/übrige,Ausland,UZH,0
2009,6.1 Bauwesen und Geodäsie,Schweiz,UZH,0
2009,6.1 Bauwesen und Geodäsie,Ausland,UZH,0
2009,6.2 Maschinen- und Elektroingenieurwissenschaften,Schweiz,UZH,0
2009,6.2 Maschinen- und Elektroingenieurwissenschaften,Ausland,UZH,0
2009,6.3 Agrar- und Forstwissenschaften,Schweiz,UZH,0
2009,6.3 Agrar- und Forstwissenschaften,Ausland,UZH,0
2009,6.4 Technische Wissenschaften übergreifend/übrige,Schweiz,UZH,0
2009,6.4 Technische Wissenschaften übergreifend/übrige,Ausland,UZH,0
2009,7 Interdisziplinäre und Andere,Schweiz,UZH,46
2009,7 Interdisziplinäre und Andere,Ausland,UZH,21
2009,8.5 Zentrale Verwaltung (bis 2001),Schweiz,UZH,0
2009,8.5 Zentrale Verwaltung (bis 2001),Ausland,UZH,0
2009,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Schweiz,UZH,0
2009,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Ausland,UZH,0
2009,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Schweiz,UZH,0
2009,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Ausland,UZH,0
2009,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Schweiz,UZH,0
2009,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Ausland,UZH,0
2009,99.99 Fach nicht zuteilbar,Schweiz,UZH,5
2009,99.99 Fach nicht zuteilbar,Ausland,UZH,7
2009,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Schweiz,UZH,0
2009,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Ausland,UZH,0
2009,8.1 Zentrale Verwaltung,Schweiz,UZH,315
2009,8.1 Zentrale Verwaltung,Ausland,UZH,57
2009,8.2 Zentrale Bibliotheken,Schweiz,UZH,41
2009,8.2 Zentrale Bibliotheken,Ausland,UZH,3
2009,8.3 Technische Dienste und Logistik,Schweiz,UZH,179
2009,8.3 Technische Dienste und Logistik,Ausland,UZH,111
2009,8.4 Dienstleistungen für Mitarbeitende und Studierende,Schweiz,UZH,52
2009,8.4 Dienstleistungen für Mitarbeitende und Studierende,Ausland,UZH,16
2010,1.1 Theologie,Schweiz,UZH,104
2010,1.1 Theologie,Ausland,UZH,54
2010,1.2 Sprach- und Literaturwissenschaften,Schweiz,UZH,255
2010,1.2 Sprach- und Literaturwissenschaften,Ausland,UZH,140
2010,1.3 Historische und Kulturwissenschaften,Schweiz,UZH,260
2010,1.3 Historische und Kulturwissenschaften,Ausland,UZH,107
2010,1.4 Sozialwissenschaften,Schweiz,UZH,431
2010,1.4 Sozialwissenschaften,Ausland,UZH,203
2010,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Schweiz,UZH,323
2010,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Ausland,UZH,166
2010,2 Wirtschaftswissenschaften,Schweiz,UZH,342
2010,2 Wirtschaftswissenschaften,Ausland,UZH,314
2010,3 Recht,Schweiz,UZH,434
2010,3 Recht,Ausland,UZH,87
2010,4.1 Exakte Wissenschaften,Schweiz,UZH,146
2010,4.1 Exakte Wissenschaften,Ausland,UZH,209
2010,4.2 Naturwissenschaften,Schweiz,UZH,595
2010,4.2 Naturwissenschaften,Ausland,UZH,626
2010,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Schweiz,UZH,77
2010,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Ausland,UZH,36
2010,5.1 Humanmedizin,Schweiz,UZH,1968
2010,5.1 Humanmedizin,Ausland,UZH,1167
2010,5.2 Zahnmedizin,Schweiz,UZH,274
2010,5.2 Zahnmedizin,Ausland,UZH,129
2010,5.3 Veterinärmedizin,Schweiz,UZH,478
2010,5.3 Veterinärmedizin,Ausland,UZH,229
2010,5.4 Pharmazie,Schweiz,UZH,0
2010,5.4 Pharmazie,Ausland,UZH,0
2010,5.5 Medizin und Pharmazie übergreifend/übrige,Schweiz,UZH,9
2010,5.5 Medizin und Pharmazie übergreifend/übrige,Ausland,UZH,1
2010,6.1 Bauwesen und Geodäsie,Schweiz,UZH,0
2010,6.1 Bauwesen und Geodäsie,Ausland,UZH,0
2010,6.2 Maschinen- und Elektroingenieurwissenschaften,Schweiz,UZH,0
2010,6.2 Maschinen- und Elektroingenieurwissenschaften,Ausland,UZH,0
2010,6.3 Agrar- und Forstwissenschaften,Schweiz,UZH,0
2010,6.3 Agrar- und Forstwissenschaften,Ausland,UZH,0
2010,6.4 Technische Wissenschaften übergreifend/übrige,Schweiz,UZH,0
2010,6.4 Technische Wissenschaften übergreifend/übrige,Ausland,UZH,0
2010,7 Interdisziplinäre und Andere,Schweiz,UZH,16
2010,7 Interdisziplinäre und Andere,Ausland,UZH,2
2010,8.5 Zentrale Verwaltung (bis 2001),Schweiz,UZH,0
2010,8.5 Zentrale Verwaltung (bis 2001),Ausland,UZH,0
2010,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Schweiz,UZH,0
2010,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Ausland,UZH,0
2010,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Schweiz,UZH,0
2010,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Ausland,UZH,0
2010,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Schweiz,UZH,0
2010,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Ausland,UZH,0
2010,99.99 Fach nicht zuteilbar,Schweiz,UZH,10
2010,99.99 Fach nicht zuteilbar,Ausland,UZH,7
2010,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Schweiz,UZH,0
2010,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Ausland,UZH,0
2010,8.1 Zentrale Verwaltung,Schweiz,UZH,317
2010,8.1 Zentrale Verwaltung,Ausland,UZH,58
2010,8.2 Zentrale Bibliotheken,Schweiz,UZH,38
2010,8.2 Zentrale Bibliotheken,Ausland,UZH,3
2010,8.3 Technische Dienste und Logistik,Schweiz,UZH,182
2010,8.3 Technische Dienste und Logistik,Ausland,UZH,108
2010,8.4 Dienstleistungen für Mitarbeitende und Studierende,Schweiz,UZH,60
2010,8.4 Dienstleistungen für Mitarbeitende und Studierende,Ausland,UZH,17
2011,1.1 Theologie,Schweiz,UZH,99
2011,1.1 Theologie,Ausland,UZH,56
2011,1.2 Sprach- und Literaturwissenschaften,Schweiz,UZH,260
2011,1.2 Sprach- und Literaturwissenschaften,Ausland,UZH,162
2011,1.3 Historische und Kulturwissenschaften,Schweiz,UZH,276
2011,1.3 Historische und Kulturwissenschaften,Ausland,UZH,111
2011,1.4 Sozialwissenschaften,Schweiz,UZH,450
2011,1.4 Sozialwissenschaften,Ausland,UZH,233
2011,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Schweiz,UZH,325
2011,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Ausland,UZH,170
2011,2 Wirtschaftswissenschaften,Schweiz,UZH,331
2011,2 Wirtschaftswissenschaften,Ausland,UZH,352
2011,3 Recht,Schweiz,UZH,448
2011,3 Recht,Ausland,UZH,91
2011,4.1 Exakte Wissenschaften,Schweiz,UZH,144
2011,4.1 Exakte Wissenschaften,Ausland,UZH,231
2011,4.2 Naturwissenschaften,Schweiz,UZH,628
2011,4.2 Naturwissenschaften,Ausland,UZH,680
2011,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Schweiz,UZH,41
2011,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Ausland,UZH,21
2011,5.1 Humanmedizin,Schweiz,UZH,1975
2011,5.1 Humanmedizin,Ausland,UZH,1283
2011,5.2 Zahnmedizin,Schweiz,UZH,286
2011,5.2 Zahnmedizin,Ausland,UZH,125
2011,5.3 Veterinärmedizin,Schweiz,UZH,473
2011,5.3 Veterinärmedizin,Ausland,UZH,226
2011,5.4 Pharmazie,Schweiz,UZH,0
2011,5.4 Pharmazie,Ausland,UZH,0
2011,5.5 Medizin und Pharmazie übergreifend/übrige,Schweiz,UZH,11
2011,5.5 Medizin und Pharmazie übergreifend/übrige,Ausland,UZH,1
2011,6.1 Bauwesen und Geodäsie,Schweiz,UZH,0
2011,6.1 Bauwesen und Geodäsie,Ausland,UZH,0
2011,6.2 Maschinen- und Elektroingenieurwissenschaften,Schweiz,UZH,0
2011,6.2 Maschinen- und Elektroingenieurwissenschaften,Ausland,UZH,0
2011,6.3 Agrar- und Forstwissenschaften,Schweiz,UZH,0
2011,6.3 Agrar- und Forstwissenschaften,Ausland,UZH,0
2011,6.4 Technische Wissenschaften übergreifend/übrige,Schweiz,UZH,0
2011,6.4 Technische Wissenschaften übergreifend/übrige,Ausland,UZH,0
2011,7 Interdisziplinäre und Andere,Schweiz,UZH,20
2011,7 Interdisziplinäre und Andere,Ausland,UZH,27
2011,8.5 Zentrale Verwaltung (bis 2001),Schweiz,UZH,0
2011,8.5 Zentrale Verwaltung (bis 2001),Ausland,UZH,0
2011,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Schweiz,UZH,0
2011,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Ausland,UZH,0
2011,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Schweiz,UZH,0
2011,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Ausland,UZH,0
2011,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Schweiz,UZH,0
2011,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Ausland,UZH,0
2011,99.99 Fach nicht zuteilbar,Schweiz,UZH,6
2011,99.99 Fach nicht zuteilbar,Ausland,UZH,7
2011,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Schweiz,UZH,0
2011,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Ausland,UZH,0
2011,8.1 Zentrale Verwaltung,Schweiz,UZH,346
2011,8.1 Zentrale Verwaltung,Ausland,UZH,58
2011,8.2 Zentrale Bibliotheken,Schweiz,UZH,43
2011,8.2 Zentrale Bibliotheken,Ausland,UZH,3
2011,8.3 Technische Dienste und Logistik,Schweiz,UZH,183
2011,8.3 Technische Dienste und Logistik,Ausland,UZH,110
2011,8.4 Dienstleistungen für Mitarbeitende und Studierende,Schweiz,UZH,65
2011,8.4 Dienstleistungen für Mitarbeitende und Studierende,Ausland,UZH,15
2012,1.1 Theologie,Schweiz,UZH,104
2012,1.1 Theologie,Ausland,UZH,55
2012,1.2 Sprach- und Literaturwissenschaften,Schweiz,UZH,264
2012,1.2 Sprach- und Literaturwissenschaften,Ausland,UZH,180
2012,1.3 Historische und Kulturwissenschaften,Schweiz,UZH,271
2012,1.3 Historische und Kulturwissenschaften,Ausland,UZH,125
2012,1.4 Sozialwissenschaften,Schweiz,UZH,445
2012,1.4 Sozialwissenschaften,Ausland,UZH,242
2012,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Schweiz,UZH,426
2012,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Ausland,UZH,251
2012,2 Wirtschaftswissenschaften,Schweiz,UZH,380
2012,2 Wirtschaftswissenschaften,Ausland,UZH,376
2012,3 Recht,Schweiz,UZH,520
2012,3 Recht,Ausland,UZH,101
2012,4.1 Exakte Wissenschaften,Schweiz,UZH,145
2012,4.1 Exakte Wissenschaften,Ausland,UZH,254
2012,4.2 Naturwissenschaften,Schweiz,UZH,672
2012,4.2 Naturwissenschaften,Ausland,UZH,739
2012,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Schweiz,UZH,46
2012,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Ausland,UZH,36
2012,5.1 Humanmedizin,Schweiz,UZH,2201
2012,5.1 Humanmedizin,Ausland,UZH,1404
2012,5.2 Zahnmedizin,Schweiz,UZH,310
2012,5.2 Zahnmedizin,Ausland,UZH,130
2012,5.3 Veterinärmedizin,Schweiz,UZH,478
2012,5.3 Veterinärmedizin,Ausland,UZH,242
2012,5.4 Pharmazie,Schweiz,UZH,0
2012,5.4 Pharmazie,Ausland,UZH,0
2012,5.5 Medizin und Pharmazie übergreifend/übrige,Schweiz,UZH,11
2012,5.5 Medizin und Pharmazie übergreifend/übrige,Ausland,UZH,1
2012,6.1 Bauwesen und Geodäsie,Schweiz,UZH,0
2012,6.1 Bauwesen und Geodäsie,Ausland,UZH,0
