Jahr,Fachbereich,Staatsangehörigkeit (Kategorie),Hochschule,Anzahl
1984,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Schweiz,ETHZ,354
1984,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Ausland,ETHZ,108
1984,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Schweiz,ETHZ,80
1984,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Ausland,ETHZ,11
1984,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Schweiz,ETHZ,0
1984,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Ausland,ETHZ,0
1984,99.99 Fach nicht zuteilbar,Schweiz,ETHZ,7
1984,99.99 Fach nicht zuteilbar,Ausland,ETHZ,0
1984,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Schweiz,ETHZ,0
1984,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Ausland,ETHZ,0
1984,8.1 Zentrale Verwaltung,Schweiz,ETHZ,0
1984,8.1 Zentrale Verwaltung,Ausland,ETHZ,0
1984,8.2 Zentrale Bibliotheken,Schweiz,ETHZ,0
1984,8.2 Zentrale Bibliotheken,Ausland,ETHZ,0
1984,8.3 Technische Dienste und Logistik,Schweiz,ETHZ,0
1984,8.3 Technische Dienste und Logistik,Ausland,ETHZ,0
1984,8.4 Dienstleistungen für Mitarbeitende und Studierende,Schweiz,ETHZ,0
1984,8.4 Dienstleistungen für Mitarbeitende und Studierende,Ausland,ETHZ,0
1985,1.1 Theologie,Schweiz,ETHZ,0
1985,1.1 Theologie,Ausland,ETHZ,0
1985,1.2 Sprach- und Literaturwissenschaften,Schweiz,ETHZ,13
1985,1.2 Sprach- und Literaturwissenschaften,Ausland,ETHZ,4
1985,1.3 Historische und Kulturwissenschaften,Schweiz,ETHZ,25
1985,1.3 Historische und Kulturwissenschaften,Ausland,ETHZ,3
1985,1.4 Sozialwissenschaften,Schweiz,ETHZ,60
1985,1.4 Sozialwissenschaften,Ausland,ETHZ,12
1985,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Schweiz,ETHZ,26
1985,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Ausland,ETHZ,3
1985,2 Wirtschaftswissenschaften,Schweiz,ETHZ,173
1985,2 Wirtschaftswissenschaften,Ausland,ETHZ,17
1985,3 Recht,Schweiz,ETHZ,8
1985,3 Recht,Ausland,ETHZ,0
1985,4.1 Exakte Wissenschaften,Schweiz,ETHZ,635
1985,4.1 Exakte Wissenschaften,Ausland,ETHZ,198
1985,4.2 Naturwissenschaften,Schweiz,ETHZ,937
1985,4.2 Naturwissenschaften,Ausland,ETHZ,242
1985,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Schweiz,ETHZ,75
1985,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Ausland,ETHZ,11
1985,5.1 Humanmedizin,Schweiz,ETHZ,29
1985,5.1 Humanmedizin,Ausland,ETHZ,6
1985,5.2 Zahnmedizin,Schweiz,ETHZ,0
1985,5.2 Zahnmedizin,Ausland,ETHZ,0
1985,5.3 Veterinärmedizin,Schweiz,ETHZ,0
1985,5.3 Veterinärmedizin,Ausland,ETHZ,0
1985,5.4 Pharmazie,Schweiz,ETHZ,124
1985,5.4 Pharmazie,Ausland,ETHZ,23
1985,5.5 Medizin und Pharmazie übergreifend/übrige,Schweiz,ETHZ,0
1985,5.5 Medizin und Pharmazie übergreifend/übrige,Ausland,ETHZ,0
1985,6.1 Bauwesen und Geodäsie,Schweiz,ETHZ,660
1985,6.1 Bauwesen und Geodäsie,Ausland,ETHZ,105
1985,6.2 Maschinen- und Elektroingenieurwissenschaften,Schweiz,ETHZ,1071
1985,6.2 Maschinen- und Elektroingenieurwissenschaften,Ausland,ETHZ,235
1985,6.3 Agrar- und Forstwissenschaften,Schweiz,ETHZ,442
1985,6.3 Agrar- und Forstwissenschaften,Ausland,ETHZ,56
1985,6.4 Technische Wissenschaften übergreifend/übrige,Schweiz,ETHZ,111
1985,6.4 Technische Wissenschaften übergreifend/übrige,Ausland,ETHZ,59
1985,7 Interdisziplinäre und Andere,Schweiz,ETHZ,109
1985,7 Interdisziplinäre und Andere,Ausland,ETHZ,4
1985,8.5 Zentrale Verwaltung (bis 2001),Schweiz,ETHZ,343
1985,8.5 Zentrale Verwaltung (bis 2001),Ausland,ETHZ,41
1985,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Schweiz,ETHZ,293
1985,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Ausland,ETHZ,115
1985,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Schweiz,ETHZ,23
1985,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Ausland,ETHZ,4
1985,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Schweiz,ETHZ,0
1985,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Ausland,ETHZ,0
1985,99.99 Fach nicht zuteilbar,Schweiz,ETHZ,6
1985,99.99 Fach nicht zuteilbar,Ausland,ETHZ,1
1985,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Schweiz,ETHZ,0
1985,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Ausland,ETHZ,0
1985,8.1 Zentrale Verwaltung,Schweiz,ETHZ,0
1985,8.1 Zentrale Verwaltung,Ausland,ETHZ,0
1985,8.2 Zentrale Bibliotheken,Schweiz,ETHZ,0
1985,8.2 Zentrale Bibliotheken,Ausland,ETHZ,0
1985,8.3 Technische Dienste und Logistik,Schweiz,ETHZ,0
1985,8.3 Technische Dienste und Logistik,Ausland,ETHZ,0
1985,8.4 Dienstleistungen für Mitarbeitende und Studierende,Schweiz,ETHZ,0
1985,8.4 Dienstleistungen für Mitarbeitende und Studierende,Ausland,ETHZ,0
1986,1.1 Theologie,Schweiz,ETHZ,0
1986,1.1 Theologie,Ausland,ETHZ,0
1986,1.2 Sprach- und Literaturwissenschaften,Schweiz,ETHZ,14
1986,1.2 Sprach- und Literaturwissenschaften,Ausland,ETHZ,7
1986,1.3 Historische und Kulturwissenschaften,Schweiz,ETHZ,28
1986,1.3 Historische und Kulturwissenschaften,Ausland,ETHZ,3
1986,1.4 Sozialwissenschaften,Schweiz,ETHZ,48
1986,1.4 Sozialwissenschaften,Ausland,ETHZ,13
1986,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Schweiz,ETHZ,35
1986,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Ausland,ETHZ,5
1986,2 Wirtschaftswissenschaften,Schweiz,ETHZ,156
1986,2 Wirtschaftswissenschaften,Ausland,ETHZ,19
1986,3 Recht,Schweiz,ETHZ,10
1986,3 Recht,Ausland,ETHZ,0
1986,4.1 Exakte Wissenschaften,Schweiz,ETHZ,656
1986,4.1 Exakte Wissenschaften,Ausland,ETHZ,237
1986,4.2 Naturwissenschaften,Schweiz,ETHZ,934
1986,4.2 Naturwissenschaften,Ausland,ETHZ,298
1986,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Schweiz,ETHZ,67
1986,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Ausland,ETHZ,11
1986,5.1 Humanmedizin,Schweiz,ETHZ,38
1986,5.1 Humanmedizin,Ausland,ETHZ,9
1986,5.2 Zahnmedizin,Schweiz,ETHZ,0
1986,5.2 Zahnmedizin,Ausland,ETHZ,0
1986,5.3 Veterinärmedizin,Schweiz,ETHZ,0
1986,5.3 Veterinärmedizin,Ausland,ETHZ,0
1986,5.4 Pharmazie,Schweiz,ETHZ,134
1986,5.4 Pharmazie,Ausland,ETHZ,21
1986,5.5 Medizin und Pharmazie übergreifend/übrige,Schweiz,ETHZ,0
1986,5.5 Medizin und Pharmazie übergreifend/übrige,Ausland,ETHZ,0
1986,6.1 Bauwesen und Geodäsie,Schweiz,ETHZ,667
1986,6.1 Bauwesen und Geodäsie,Ausland,ETHZ,105
1986,6.2 Maschinen- und Elektroingenieurwissenschaften,Schweiz,ETHZ,874
1986,6.2 Maschinen- und Elektroingenieurwissenschaften,Ausland,ETHZ,245
1986,6.3 Agrar- und Forstwissenschaften,Schweiz,ETHZ,382
1986,6.3 Agrar- und Forstwissenschaften,Ausland,ETHZ,52
1986,6.4 Technische Wissenschaften übergreifend/übrige,Schweiz,ETHZ,94
1986,6.4 Technische Wissenschaften übergreifend/übrige,Ausland,ETHZ,53
1986,7 Interdisziplinäre und Andere,Schweiz,ETHZ,109
1986,7 Interdisziplinäre und Andere,Ausland,ETHZ,2
1986,8.5 Zentrale Verwaltung (bis 2001),Schweiz,ETHZ,293
1986,8.5 Zentrale Verwaltung (bis 2001),Ausland,ETHZ,39
1986,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Schweiz,ETHZ,272
1986,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Ausland,ETHZ,113
1986,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Schweiz,ETHZ,28
1986,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Ausland,ETHZ,5
1986,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Schweiz,ETHZ,0
1986,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Ausland,ETHZ,0
1986,99.99 Fach nicht zuteilbar,Schweiz,ETHZ,5
1986,99.99 Fach nicht zuteilbar,Ausland,ETHZ,0
1986,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Schweiz,ETHZ,0
1986,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Ausland,ETHZ,0
1986,8.1 Zentrale Verwaltung,Schweiz,ETHZ,0
1986,8.1 Zentrale Verwaltung,Ausland,ETHZ,0
1986,8.2 Zentrale Bibliotheken,Schweiz,ETHZ,0
1986,8.2 Zentrale Bibliotheken,Ausland,ETHZ,0
1986,8.3 Technische Dienste und Logistik,Schweiz,ETHZ,0
1986,8.3 Technische Dienste und Logistik,Ausland,ETHZ,0
1986,8.4 Dienstleistungen für Mitarbeitende und Studierende,Schweiz,ETHZ,0
1986,8.4 Dienstleistungen für Mitarbeitende und Studierende,Ausland,ETHZ,0
1987,1.1 Theologie,Schweiz,ETHZ,0
1987,1.1 Theologie,Ausland,ETHZ,0
1987,1.2 Sprach- und Literaturwissenschaften,Schweiz,ETHZ,14
1987,1.2 Sprach- und Literaturwissenschaften,Ausland,ETHZ,6
1987,1.3 Historische und Kulturwissenschaften,Schweiz,ETHZ,32
1987,1.3 Historische und Kulturwissenschaften,Ausland,ETHZ,2
1987,1.4 Sozialwissenschaften,Schweiz,ETHZ,50
1987,1.4 Sozialwissenschaften,Ausland,ETHZ,11
1987,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Schweiz,ETHZ,37
1987,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Ausland,ETHZ,8
1987,2 Wirtschaftswissenschaften,Schweiz,ETHZ,174
1987,2 Wirtschaftswissenschaften,Ausland,ETHZ,25
1987,3 Recht,Schweiz,ETHZ,14
1987,3 Recht,Ausland,ETHZ,0
1987,4.1 Exakte Wissenschaften,Schweiz,ETHZ,739
1987,4.1 Exakte Wissenschaften,Ausland,ETHZ,280
1987,4.2 Naturwissenschaften,Schweiz,ETHZ,982
1987,4.2 Naturwissenschaften,Ausland,ETHZ,327
1987,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Schweiz,ETHZ,79
1987,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Ausland,ETHZ,13
1987,5.1 Humanmedizin,Schweiz,ETHZ,39
1987,5.1 Humanmedizin,Ausland,ETHZ,14
1987,5.2 Zahnmedizin,Schweiz,ETHZ,0
1987,5.2 Zahnmedizin,Ausland,ETHZ,0
1987,5.3 Veterinärmedizin,Schweiz,ETHZ,0
1987,5.3 Veterinärmedizin,Ausland,ETHZ,0
1987,5.4 Pharmazie,Schweiz,ETHZ,132
1987,5.4 Pharmazie,Ausland,ETHZ,24
1987,5.5 Medizin und Pharmazie übergreifend/übrige,Schweiz,ETHZ,0
1987,5.5 Medizin und Pharmazie übergreifend/übrige,Ausland,ETHZ,0
1987,6.1 Bauwesen und Geodäsie,Schweiz,ETHZ,749
1987,6.1 Bauwesen und Geodäsie,Ausland,ETHZ,137
1987,6.2 Maschinen- und Elektroingenieurwissenschaften,Schweiz,ETHZ,1096
1987,6.2 Maschinen- und Elektroingenieurwissenschaften,Ausland,ETHZ,277
1987,6.3 Agrar- und Forstwissenschaften,Schweiz,ETHZ,422
1987,6.3 Agrar- und Forstwissenschaften,Ausland,ETHZ,66
1987,6.4 Technische Wissenschaften übergreifend/übrige,Schweiz,ETHZ,97
1987,6.4 Technische Wissenschaften übergreifend/übrige,Ausland,ETHZ,61
1987,7 Interdisziplinäre und Andere,Schweiz,ETHZ,115
1987,7 Interdisziplinäre und Andere,Ausland,ETHZ,2
1987,8.5 Zentrale Verwaltung (bis 2001),Schweiz,ETHZ,310
1987,8.5 Zentrale Verwaltung (bis 2001),Ausland,ETHZ,41
1987,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Schweiz,ETHZ,296
1987,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Ausland,ETHZ,119
1987,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Schweiz,ETHZ,28
1987,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Ausland,ETHZ,3
1987,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Schweiz,ETHZ,0
1987,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Ausland,ETHZ,0
1987,99.99 Fach nicht zuteilbar,Schweiz,ETHZ,6
1987,99.99 Fach nicht zuteilbar,Ausland,ETHZ,0
1987,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Schweiz,ETHZ,0
1987,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Ausland,ETHZ,0
1987,8.1 Zentrale Verwaltung,Schweiz,ETHZ,0
1987,8.1 Zentrale Verwaltung,Ausland,ETHZ,0
1987,8.2 Zentrale Bibliotheken,Schweiz,ETHZ,0
1987,8.2 Zentrale Bibliotheken,Ausland,ETHZ,0
1987,8.3 Technische Dienste und Logistik,Schweiz,ETHZ,0
1987,8.3 Technische Dienste und Logistik,Ausland,ETHZ,0
1987,8.4 Dienstleistungen für Mitarbeitende und Studierende,Schweiz,ETHZ,0
1987,8.4 Dienstleistungen für Mitarbeitende und Studierende,Ausland,ETHZ,0
1988,1.1 Theologie,Schweiz,ETHZ,0
1988,1.1 Theologie,Ausland,ETHZ,0
1988,1.2 Sprach- und Literaturwissenschaften,Schweiz,ETHZ,5
1988,1.2 Sprach- und Literaturwissenschaften,Ausland,ETHZ,0
1988,1.3 Historische und Kulturwissenschaften,Schweiz,ETHZ,34
1988,1.3 Historische und Kulturwissenschaften,Ausland,ETHZ,2
1988,1.4 Sozialwissenschaften,Schweiz,ETHZ,36
1988,1.4 Sozialwissenschaften,Ausland,ETHZ,14
1988,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Schweiz,ETHZ,41
1988,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Ausland,ETHZ,17
1988,2 Wirtschaftswissenschaften,Schweiz,ETHZ,130
1988,2 Wirtschaftswissenschaften,Ausland,ETHZ,26
1988,3 Recht,Schweiz,ETHZ,1
1988,3 Recht,Ausland,ETHZ,0
1988,4.1 Exakte Wissenschaften,Schweiz,ETHZ,625
1988,4.1 Exakte Wissenschaften,Ausland,ETHZ,261
1988,4.2 Naturwissenschaften,Schweiz,ETHZ,1009
1988,4.2 Naturwissenschaften,Ausland,ETHZ,421
1988,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Schweiz,ETHZ,11
1988,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Ausland,ETHZ,8
1988,5.1 Humanmedizin,Schweiz,ETHZ,39
1988,5.1 Humanmedizin,Ausland,ETHZ,9
1988,5.2 Zahnmedizin,Schweiz,ETHZ,0
1988,5.2 Zahnmedizin,Ausland,ETHZ,0
1988,5.3 Veterinärmedizin,Schweiz,ETHZ,0
1988,5.3 Veterinärmedizin,Ausland,ETHZ,0
1988,5.4 Pharmazie,Schweiz,ETHZ,115
1988,5.4 Pharmazie,Ausland,ETHZ,28
1988,5.5 Medizin und Pharmazie übergreifend/übrige,Schweiz,ETHZ,0
1988,5.5 Medizin und Pharmazie übergreifend/übrige,Ausland,ETHZ,0
1988,6.1 Bauwesen und Geodäsie,Schweiz,ETHZ,655
1988,6.1 Bauwesen und Geodäsie,Ausland,ETHZ,141
1988,6.2 Maschinen- und Elektroingenieurwissenschaften,Schweiz,ETHZ,806
1988,6.2 Maschinen- und Elektroingenieurwissenschaften,Ausland,ETHZ,283
1988,6.3 Agrar- und Forstwissenschaften,Schweiz,ETHZ,234
1988,6.3 Agrar- und Forstwissenschaften,Ausland,ETHZ,39
1988,6.4 Technische Wissenschaften übergreifend/übrige,Schweiz,ETHZ,102
1988,6.4 Technische Wissenschaften übergreifend/übrige,Ausland,ETHZ,78
1988,7 Interdisziplinäre und Andere,Schweiz,ETHZ,70
1988,7 Interdisziplinäre und Andere,Ausland,ETHZ,2
1988,8.5 Zentrale Verwaltung (bis 2001),Schweiz,ETHZ,341
1988,8.5 Zentrale Verwaltung (bis 2001),Ausland,ETHZ,41
1988,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Schweiz,ETHZ,246
1988,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Ausland,ETHZ,49
1988,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Schweiz,ETHZ,20
1988,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Ausland,ETHZ,1
1988,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Schweiz,ETHZ,0
1988,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Ausland,ETHZ,0
1988,99.99 Fach nicht zuteilbar,Schweiz,ETHZ,195
1988,99.99 Fach nicht zuteilbar,Ausland,ETHZ,34
1988,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Schweiz,ETHZ,0
1988,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Ausland,ETHZ,0
1988,8.1 Zentrale Verwaltung,Schweiz,ETHZ,0
1988,8.1 Zentrale Verwaltung,Ausland,ETHZ,0
1988,8.2 Zentrale Bibliotheken,Schweiz,ETHZ,0
1988,8.2 Zentrale Bibliotheken,Ausland,ETHZ,0
1988,8.3 Technische Dienste und Logistik,Schweiz,ETHZ,0
1988,8.3 Technische Dienste und Logistik,Ausland,ETHZ,0
1988,8.4 Dienstleistungen für Mitarbeitende und Studierende,Schweiz,ETHZ,0
1988,8.4 Dienstleistungen für Mitarbeitende und Studierende,Ausland,ETHZ,0
1989,1.1 Theologie,Schweiz,ETHZ,0
1989,1.1 Theologie,Ausland,ETHZ,0
1989,1.2 Sprach- und Literaturwissenschaften,Schweiz,ETHZ,4
1989,1.2 Sprach- und Literaturwissenschaften,Ausland,ETHZ,0
1989,1.3 Historische und Kulturwissenschaften,Schweiz,ETHZ,37
1989,1.3 Historische und Kulturwissenschaften,Ausland,ETHZ,2
1989,1.4 Sozialwissenschaften,Schweiz,ETHZ,38
1989,1.4 Sozialwissenschaften,Ausland,ETHZ,17
1989,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Schweiz,ETHZ,38
1989,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Ausland,ETHZ,17
1989,2 Wirtschaftswissenschaften,Schweiz,ETHZ,143
1989,2 Wirtschaftswissenschaften,Ausland,ETHZ,28
1989,3 Recht,Schweiz,ETHZ,1
1989,3 Recht,Ausland,ETHZ,0
1989,4.1 Exakte Wissenschaften,Schweiz,ETHZ,646
1989,4.1 Exakte Wissenschaften,Ausland,ETHZ,292
1989,4.2 Naturwissenschaften,Schweiz,ETHZ,1014
1989,4.2 Naturwissenschaften,Ausland,ETHZ,444
1989,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Schweiz,ETHZ,11
1989,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Ausland,ETHZ,11
1989,5.1 Humanmedizin,Schweiz,ETHZ,40
1989,5.1 Humanmedizin,Ausland,ETHZ,9
1989,5.2 Zahnmedizin,Schweiz,ETHZ,0
1989,5.2 Zahnmedizin,Ausland,ETHZ,0
1989,5.3 Veterinärmedizin,Schweiz,ETHZ,0
1989,5.3 Veterinärmedizin,Ausland,ETHZ,0
1989,5.4 Pharmazie,Schweiz,ETHZ,125
1989,5.4 Pharmazie,Ausland,ETHZ,39
1989,5.5 Medizin und Pharmazie übergreifend/übrige,Schweiz,ETHZ,0
1989,5.5 Medizin und Pharmazie übergreifend/übrige,Ausland,ETHZ,0
1989,6.1 Bauwesen und Geodäsie,Schweiz,ETHZ,689
1989,6.1 Bauwesen und Geodäsie,Ausland,ETHZ,152
1989,6.2 Maschinen- und Elektroingenieurwissenschaften,Schweiz,ETHZ,879
1989,6.2 Maschinen- und Elektroingenieurwissenschaften,Ausland,ETHZ,307
1989,6.3 Agrar- und Forstwissenschaften,Schweiz,ETHZ,237
1989,6.3 Agrar- und Forstwissenschaften,Ausland,ETHZ,35
1989,6.4 Technische Wissenschaften übergreifend/übrige,Schweiz,ETHZ,89
1989,6.4 Technische Wissenschaften übergreifend/übrige,Ausland,ETHZ,79
1989,7 Interdisziplinäre und Andere,Schweiz,ETHZ,83
1989,7 Interdisziplinäre und Andere,Ausland,ETHZ,3
1989,8.5 Zentrale Verwaltung (bis 2001),Schweiz,ETHZ,344
1989,8.5 Zentrale Verwaltung (bis 2001),Ausland,ETHZ,46
1989,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Schweiz,ETHZ,254
1989,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Ausland,ETHZ,53
1989,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Schweiz,ETHZ,18
1989,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Ausland,ETHZ,3
1989,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Schweiz,ETHZ,0
1989,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Ausland,ETHZ,0
1989,99.99 Fach nicht zuteilbar,Schweiz,ETHZ,203
1989,99.99 Fach nicht zuteilbar,Ausland,ETHZ,44
1989,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Schweiz,ETHZ,0
1989,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Ausland,ETHZ,0
1989,8.1 Zentrale Verwaltung,Schweiz,ETHZ,0
1989,8.1 Zentrale Verwaltung,Ausland,ETHZ,0
1989,8.2 Zentrale Bibliotheken,Schweiz,ETHZ,0
1989,8.2 Zentrale Bibliotheken,Ausland,ETHZ,0
1989,8.3 Technische Dienste und Logistik,Schweiz,ETHZ,0
1989,8.3 Technische Dienste und Logistik,Ausland,ETHZ,0
1989,8.4 Dienstleistungen für Mitarbeitende und Studierende,Schweiz,ETHZ,0
1989,8.4 Dienstleistungen für Mitarbeitende und Studierende,Ausland,ETHZ,0
1990,1.1 Theologie,Schweiz,ETHZ,0
1990,1.1 Theologie,Ausland,ETHZ,0
1990,1.2 Sprach- und Literaturwissenschaften,Schweiz,ETHZ,9
1990,1.2 Sprach- und Literaturwissenschaften,Ausland,ETHZ,1
1990,1.3 Historische und Kulturwissenschaften,Schweiz,ETHZ,35
1990,1.3 Historische und Kulturwissenschaften,Ausland,ETHZ,3
1990,1.4 Sozialwissenschaften,Schweiz,ETHZ,44
1990,1.4 Sozialwissenschaften,Ausland,ETHZ,18
1990,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Schweiz,ETHZ,35
1990,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Ausland,ETHZ,17
1990,2 Wirtschaftswissenschaften,Schweiz,ETHZ,149
1990,2 Wirtschaftswissenschaften,Ausland,ETHZ,33
1990,3 Recht,Schweiz,ETHZ,17
1990,3 Recht,Ausland,ETHZ,0
1990,4.1 Exakte Wissenschaften,Schweiz,ETHZ,552
1990,4.1 Exakte Wissenschaften,Ausland,ETHZ,271
1990,4.2 Naturwissenschaften,Schweiz,ETHZ,1141
1990,4.2 Naturwissenschaften,Ausland,ETHZ,598
1990,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Schweiz,ETHZ,29
1990,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Ausland,ETHZ,16
1990,5.1 Humanmedizin,Schweiz,ETHZ,46
1990,5.1 Humanmedizin,Ausland,ETHZ,9
1990,5.2 Zahnmedizin,Schweiz,ETHZ,0
1990,5.2 Zahnmedizin,Ausland,ETHZ,0
1990,5.3 Veterinärmedizin,Schweiz,ETHZ,0
1990,5.3 Veterinärmedizin,Ausland,ETHZ,0
1990,5.4 Pharmazie,Schweiz,ETHZ,118
1990,5.4 Pharmazie,Ausland,ETHZ,40
1990,5.5 Medizin und Pharmazie übergreifend/übrige,Schweiz,ETHZ,0
1990,5.5 Medizin und Pharmazie übergreifend/übrige,Ausland,ETHZ,0
1990,6.1 Bauwesen und Geodäsie,Schweiz,ETHZ,702
1990,6.1 Bauwesen und Geodäsie,Ausland,ETHZ,175
1990,6.2 Maschinen- und Elektroingenieurwissenschaften,Schweiz,ETHZ,1083
1990,6.2 Maschinen- und Elektroingenieurwissenschaften,Ausland,ETHZ,392
1990,6.3 Agrar- und Forstwissenschaften,Schweiz,ETHZ,390
1990,6.3 Agrar- und Forstwissenschaften,Ausland,ETHZ,60
1990,6.4 Technische Wissenschaften übergreifend/übrige,Schweiz,ETHZ,9
1990,6.4 Technische Wissenschaften übergreifend/übrige,Ausland,ETHZ,2
1990,7 Interdisziplinäre und Andere,Schweiz,ETHZ,86
1990,7 Interdisziplinäre und Andere,Ausland,ETHZ,2
1990,8.5 Zentrale Verwaltung (bis 2001),Schweiz,ETHZ,416
1990,8.5 Zentrale Verwaltung (bis 2001),Ausland,ETHZ,143
1990,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Schweiz,ETHZ,255
1990,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Ausland,ETHZ,63
1990,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Schweiz,ETHZ,18
1990,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Ausland,ETHZ,4
1990,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Schweiz,ETHZ,0
1990,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Ausland,ETHZ,0
1990,99.99 Fach nicht zuteilbar,Schweiz,ETHZ,4
1990,99.99 Fach nicht zuteilbar,Ausland,ETHZ,0
1990,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Schweiz,ETHZ,0
1990,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Ausland,ETHZ,0
1990,8.1 Zentrale Verwaltung,Schweiz,ETHZ,0
1990,8.1 Zentrale Verwaltung,Ausland,ETHZ,0
1990,8.2 Zentrale Bibliotheken,Schweiz,ETHZ,0
1990,8.2 Zentrale Bibliotheken,Ausland,ETHZ,0
1990,8.3 Technische Dienste und Logistik,Schweiz,ETHZ,0
1990,8.3 Technische Dienste und Logistik,Ausland,ETHZ,0
1990,8.4 Dienstleistungen für Mitarbeitende und Studierende,Schweiz,ETHZ,0
1990,8.4 Dienstleistungen für Mitarbeitende und Studierende,Ausland,ETHZ,0
1991,1.1 Theologie,Schweiz,ETHZ,0
1991,1.1 Theologie,Ausland,ETHZ,0
1991,1.2 Sprach- und Literaturwissenschaften,Schweiz,ETHZ,16
1991,1.2 Sprach- und Literaturwissenschaften,Ausland,ETHZ,1
1991,1.3 Historische und Kulturwissenschaften,Schweiz,ETHZ,38
1991,1.3 Historische und Kulturwissenschaften,Ausland,ETHZ,4
1991,1.4 Sozialwissenschaften,Schweiz,ETHZ,47
